非洲	Afrique
Hò-làn-ngî	Néerlandais
Fà-thi̍t Thit-sṳ-nì Kûng-sṳ̂	The Walt Disney Company
Thot-yong Fu̍t-thông Fu̍t-son	Acide désoxyribonucléique
Khiô	Aubergine
Siet	Neige
Â-pâ	Père
Fûn	Minute (temps)
Yù-thai Chhṳ-chhṳ-chû	Oblast autonome juif
Ngò-lò-sṳ̂-ngî	Russe
Tûng-nàm-â Koet-kâ Lièn-mèn	Association des nations de l'Asie du Sud-Est
Sakhalin-chû	Oblast de Sakhaline
Mien-pâu	Pain
Sṳ-kie Mo-yi Chû-chṳt	Organisation mondiale du commerce
漢語	Langues chinoises
Se-pâu	Cellule (biologie)
Hiet-yi̍t	Sang
Hi	Poumon
Lò-mâ-nì-â-ngî	Roumain
Pó-kâ-li-â-ngî	Bulgare
Magadan-chû	Oblast de Magadan
Chhṳ-yèn Khô-ho̍k	Science de la nature
Het-chhe̍t Mìn	Akira Kurosawa
Franklin D. Roosevelt	Franklin Delano Roosevelt
Thi-khiù Khô-ho̍k	Sciences de la Terre
Sa̍k-thèu	Roche
Yùn	Nuage
Kí-hò-ho̍k	Géométrie
Tet-lu-kú-ngî	Télougou
Thai-hì-chhèn	Atmosphère (astronomie)
Kak-lû-kit-â-ngî	Géorgien
Kîn-chi-ho̍k	Sciences économiques
Pîn-kóng	Pangkal Pinang
漢字	Caractères chinois
Sî-lî-ngì Sṳ-mû	Alphabet cyrillique
Lâ-tên sṳ-mû	Alphabet latin
Vùn-ho̍k	Littérature
分類:Fap-koet	Catégorie:France
分類:Yîm-ngo̍k	Catégorie:Musique
分類:Vùn-ho̍k	Catégorie:Littérature
Fù-lì	Renard
La̍p-pá	Trompette
Â-li̍t-sân-thai sâm-sṳ	Alexandre le Grand
Kiûn-sṳ-thán-tên Yit-sṳ	Constantin Ier (empereur romain)
Set-lû-sṳ thai-ti	Cyrus le Grand
Vùn-mìn	Civilisation
Kau-yuk	Éducation
Kâ-thìn	Famille
Nàm-ngìn	Homme
Fûn-yîn	Mariage
Kiûn-sṳ	Armée
Kâ-pî	Café
Ngiù-nen	Lait
Sûn Chûng-sân	Sun Yat-sen
Â-yuk-vòng	Ashoka
香港	Hong Kong
Thai-yîn Ti-koet	Empire britannique
Sú-ngì	Séoul
Kâm-nái-thit Koet-chi Kî-chhòng	Aéroport international de New York-John F. Kennedy
上海	Shanghai
Lùn-tûn Hî-sṳ̂-lu Kî-chhòng	Aéroport de Londres-Heathrow
Lùn-tûn Kak-vet Kî-chhòng	Aéroport de Londres-Gatwick
Set-vì-li-â	Séville
Chhîn-chhèu	Dynastie Qing
Â-ngì-pâ-nì-â-ngî	Albanais
Pâ-sṳ̂-khiet-ngî	Basque
Â-lâ-kung-ngî	Aragonais
Yîn-koet Hòng-khûng	British Airways
Â-mî-nì-â-ngî	Arménien
Vû-khiet-làn-ngî	Ukrainien
Pâ-lùn-sî-â	Valence (Espagne)
Shuì-tién-ngî	Suédois
Tan-ma̍k-ngî	Danois
Nò-vî-ngî	Norvégien
Kô-thi̍t-fu̍t-lòi-tet Vî-liâm Lòi-pu-nì-tsṳ	Gottfried Wilhelm Leibniz
Tshia̍p-khiet-ngî	Tchèque
Sṳ̂-lo̍k-phat-khiet-ngî	Slovaque
Sṳ̂-lo̍k-vì-nì-â-ngî	Slovène
Hiûng-ngà-li-ngî	Hongrois
Oi-sâ-nì-â-ngî	Estonien
Là-thot-vì-â-ngî	Letton
Li̍p-thâu-vón-ngî	Lituanien
Pha̍k-ngò-lò-sṳ̂-ngî	Biélorusse
Kui-mí-thi̍t-lî Mùn-tet-lie̍t-fû	Dmitri Mendeleïev
Ngièn-chṳ́	Atome
Lâ-set-fuk	Ernest Rutherford
Hî-lia̍p-ngî	Grec
Oi-ngì-làn-ngî	Irlandais
Pô-sṳ̂-ngî	Persan
Chûng-kau	Religion
Chêu-sién-ngî	Coréen
Chhóng-sṳ-ki	Livre de la Genèse
Kóng-tûng-fa	Cantonais standard
Chhut-âi-khi̍p-ki	Livre de l'Exode
Ye̍t-nàm-ngî	Vietnamien
Pó-lò	Paul de Tarse
Kô-mièn-ngî	Khmer
Thai-ngî	Thaï
Mâ-lòi-ngî	Malais (langue)
Yin-nì-ngî	Indonésien
Mùng-kú-ngî	Mongol
Hâ-sat-khiet-ngî	Kazakh
Vû-tsṳ̂-phe̍t-khiet-ngî	Ouzbek
Thú-khù-màn-ngî	Turkmène
Yù-thai-kau	Judaïsme
Hî-pak-lói-ngî	Hébreu
Â-set-pai-kiông-ngî	Azéri
Mâ-khì-tun-ngî	Macédonien
Set-ngì-vì-â-ngî	Serbe
Set-ngì-vì-â Khiet-lò-thi-â-ngî	Serbo-croate
Pô-sṳ-nì-â-ngî	Bosnien
Kâ-lî-sî-â-ngî	Galicien
Vî-ngì-sṳ̂-ngî	Gallois
Sû-kak-làn Koi-ngì-ngî	Gaélique écossais
Siak-khiet-kau	Sikhisme
John Maynard Keynes	John Maynard Keynes
Lufthansa Hòng-khûng	Lufthansa
Ló-chṳ́	Lao Tseu
Kôn-chhóng	Foie
Shìn	Rein
Thu-é	Lapin
Sṳ̀n-kîn Ne-thúng	Système nerveux
Sîm-lî-ho̍k	Psychologie
Sṳt-kâ-mèu-nì	Siddhartha Gautama
Mâ-tên Lu-tet	Martin Luther
Yî-kâ	Confucianisme
Thiên-chú-kau	Église catholique
Tho-kau	Taoïsme
Chit-siói	Moelle épinière
Sa̍t	Langue (anatomie humaine)
Yî-tshóng	Pancréas
Hèu-thèu	Larynx
Fuk-khiet-làn khiùn-tó	Îles Malouines
Vàng-kak-mo̍k	Diaphragme (organe)
Lân-mî	Appendice iléo-cæcal
Elizabeth Ngi-sṳ	Élisabeth II
Thòng-chhèu	Dynastie Tang
John F. Kennedy	John Fitzgerald Kennedy
Mìn-chhèu	Dynastie Ming
Dwight D. Eisenhower	Dwight David Eisenhower
Ronald Reagan	Ronald Reagan
Sat-là-kô-sat	Saragosse
Kîm Tsang-ngit	Kim Jong-il
Ngièn-su Chû-khì-péu	Tableau périodique des éléments
Chû-su̍k	Sus (genre)
Mariano Rajoy	Mariano Rajoy
Se-khiûn	Bacteria
Phù-thò	Raisin
Phûng-thòng	Miel
Thông	Sucre
Vòng-theu	Soja
Kûng-chhàng-ho̍k	Ingénierie
Vùn-fa	Culture
Fan-vun	Sanskrit
Sùn-fàn Hì-thúng	Appareil cardiovasculaire
Sôn	Acide
Yî-ho̍k	Médecine
Néu-Yok Sṳ-kie Mo-yi Chûng-sîm	World Trade Center
Hâ Màn-hâ-tun	Lower Manhattan
Yàm	Sel alimentaire
分類:Pâ-sî	Catégorie:Brésil
Màn-hâ-tun	Manhattan
Ngièn-su	Élément chimique
Kâ-suk-thu	Accélération
Li̍t	Force (physique)
Kú	Tambour (instrument)
Tsṳt-liông	Masse
Kîm-su̍k	Métal
Nùng-ngia̍p	Agriculture
Sâng-yîm	Son (physique)
Sṳ̀-kiên	Temps
Mien-chit	Aire (géométrie)
Kûng-kîn	Kilogramme
Kûng-tshak	Mètre
Miéu	Seconde (temps)
Pâu-siuk	Maïs
Kûng-sṳ̂n	Litre
Fà-ngì-kiê	Wall Street
Tûng-nàm-â	Asie du Sud-Est
Tshùng-khin	Chongqing
Thiên-tsîn	Tianjin
Vú-hon-sṳ	Wuhan
Kú Hî-lia̍p	Grèce antique
Thomas Jefferson	Thomas Jefferson
Vùi-sṳ̂-khà	Huesca
Tychy	Tychy
El Masnou	El Masnou
Pu-lie̍t-thap-nì-ngî	Breton
Brittany	Région Bretagne
Lóng	Surdité
Chhi̍t-phiang	Maladie
Khien-không	Santé
Sok-lî-â	Soria
Màn-tó-ngî	Mannois
Chhiâng-môi-su	Pénicilline
Nantes	Nantes
Pot-thâm-fó	Tuberculose
Mà-chiông	Mah-jong
模板:Location map Taiwan	Modèle:Géolocalisation/Taïwan
Detroit	Détroit (Michigan)
Van-lî Tshòng-sàng	Grande Muraille
Gard-sén	Gard
Gers-sén	Gers (département)
Sông Garonne-sén	Haute-Garonne
Sṳ̀n-sṳn Lò-mâ Ti-koet	Saint-Empire romain germanique
Ille-et-Vilaine-sén	Ille-et-Vilaine
Isère-sén	Isère (département)
Chûng-kau Kói-kiet	Réforme protestante
Sông Loire-sén	Haute-Loire
Lot-sén	Lot (département)
Lozère-sén	Lozère (département)
Maine-et-Loire-sén	Maine-et-Loire
Nì-pu-kap-nì-sat ngi-sṳ	Nabuchodonosor II
Mayenne-sén	Mayenne (département)
Morbihan-sén	Morbihan
Nièvre-sén	Nièvre (département)
Nord-sén	Nord (département français)
Calais Hói-hia̍p-sén	Pas-de-Calais
Puy-de-Dôme-sén	Puy-de-Dôme
Sông Pyrénées-sén	Hautes-Pyrénées
Pyrénées-Orientales-sén	Pyrénées-Orientales
Hâ Rhin-sén	Bas-Rhin
Sông Rhin-sén	Haut-Rhin
Saône-et-Loire-sén	Saône-et-Loire
Sarthe-sén	Sarthe (département)
Sông Savoie-sén	Haute-Savoie
Tarn-sén	Tarn (département)
Tarn-et-Garonne-sén	Tarn-et-Garonne
Var-sén	Var (département)
Vaucluse-sén	Vaucluse (département)
Vendée-sén	Vendée (département)
Yonne-sén	Yonne (département)
Yî-pí-li-â Pan-tó	Péninsule Ibérique
Lai-kî	Litchi
Yâ-è	Cocos nucifera
Sa̍k-liù	Grenade (fruit)
Chong-fa	Zhuang (langue)
Sông-sok-pu-ngî	Haut-sorabe
Na̍p-ngá-thi̍t-ngî	Nahuatl
Mí-nàm-kâ-pó-ngî	Minangkabau (langue)
Mirandés-ngî	Mirandais
Harvard Thai-ho̍k	Université Harvard
Néu-yok Chṳn-khèn Kâu-yi-só	New York Stock Exchange
Lie̍t-yî-tha̍t-sén	Province de Lérida
Â-lâ-pak-ngî	Arabe
Kiú-chiu	Kyūshū
Si-koet	Shikoku
O-khiet-ngî	Occitan
Nàm-fî Hò-làn-ngî	Afrikaans
Lí Mìn-pok	Lee Myung-bak
Lû Vú-hién	Roh Moo-hyun
Kâ Mà-chiok	Moineau domestique
Kô-thiet	Métro de Hong Kong
澳門	Macao
Suhl	Suhl
Mühlhausen	Mühlhausen (Thuringe)
Sâ-thièn-khî	Sha Tin (district)
Fù Kím-Thàu	Hu Jintao
Si̍p Khiûn-phìn	Xi Jinping
Chhòng-kiáng-lu̍k	Girafe
Phì-âi-mùng-thi̍t-ngî	Piémontais
Thap-là-kô-na̍p	Tarragone
Provence-Alpes-Côte d'Azur	Provence-Alpes-Côte d'Azur
Chûng-Wàn-Tshàm／Hiông-Kóng-Tshàm(MTR)	Central (MTR)
Chhṳ̂m-chun-sṳ	Shenzhen
Kóng-tûng	Guangdong
Kóng-sî Chong-chhu̍k Chhṳ-chhṳ-khî	Guangxi
Mô-kài	Le Seigneur des anneaux
Borredà	Borredà
Castellar de n'Hug	Castellar de n'Hug
Hiông-kóng Thai-ho̍k	Université de Hong Kong
Badajoz	Badajoz
Lu̍k-yì-tó-yen	Préfecture de Kagoshima
Kiok	Pied (anatomie humaine)
Sit-thit	Lacertilia
Altenburg	Altenbourg
Kiên	Épaule
Midi-Pyrénées	Midi-Pyrénées
Wikipedia:Chhâm-siòng	Wikipédia:Le Bistro
Fu-mùng-thi̍t	Vermont
Hiû-sṳ̂-tûn	Houston
Kóng-chiu-sṳ	Canton (Chine)
Chiông Kie-sa̍k	Tchang Kaï-chek
Vûn Kâ-pó	Wen Jiabao
Nàm-kîn-sṳ	Nankin
Phiang-yèn	Hôpital
Kông-sû	Jiangsu
Chet-kông-sén	Zhejiang
Thèn Séu-phìn	Deng Xiaoping
Pet-phu Calais Hói-hia̍p	Nord-Pas-de-Calais
Pays de la Loire	Pays de la Loire
Languedoc-Roussillon	Languedoc-Roussillon
Thiap-sat-lò-nì-kâ	Thessalonique
西藏自治區	Région autonome du Tibet
Hàng-thung Thien-fa	Téléphone mobile
Thò-niâu	Autruche d'Afrique
Manchester	Manchester
Pu-lû-khiet-lìm	Brooklyn
Fòng-heu-khî	Queens
Liùng-yìn-sṳ	Yongin
Lòng	Canis lupus
Mâ-lòi Pan-tó	Péninsule Malaise
Sîn-yok Sṳn-kîn	Nouveau Testament
Fan-lóng-thap-cham-sṳ	Phan Rang - Tháp Chàm
9	9 (nombre)
Zung-gok Thaai-liuk	Chine continentale
Het-liùng-kông	Heilongjiang
Mâ Yîn-kiú	Ma Ying-jeou
Piên-fò-sṳ	Biên Hòa
Hiông-kóng-tó	Île de Hong Kong
Ngà-tsông-sṳ	Nha Trang
Podolsk	Podolsk
Pô-tô Lì-kok Thu̍k-li̍p-tóng	Parti indépendantiste portoricain
Lì-è	Âne commun
Si-chhôn-sén	Sichuan
Khiu-yok Sṳn-kîn	Ancien Testament
Sṳn-tan-chiet	Noël
Lò-màn Ngî-chhu̍k	Langues romanes
Sâm-kok-hìn	Triangle
Steve Jobs	Steve Jobs
Yin-Êu Ngî-ne	Langues indo-européennes
Breinigerberg	Breinigerberg
Lo-fú	Tigre
Fù-ôn Khà-lo̍k-sṳ̂ Yit-sṳ	Juan Carlos Ier
Súi-ngièn-sṳ	Suwon
Sâm-sên Si̍p-thòn	Groupe Samsung
Louis Couturat	Louis Couturat
Thai-thièn Kóng-vet-sṳ	Daejeon
Kîn-ki-tho	Gyeonggi
Sṳ̂-khâm-tit-nâ-vì-â	Scandinavie
Fu̍k-fa̍t-chiet	Pâques
Thien-nó Khô-ho̍k	Informatique
Koet-chi Yîm-phiêu	Alphabet phonétique international
Hò-pet	Hebei
Phú-lìm-sṳ̂-tun Thai-ho̍k	Université de Princeton
Fôn-hìn-muk	Ciconiiformes
Chhṳ̀n Súi-pién	Chen Shui-bian
台灣	Taïwan (île)
Chṳ-fi-hîn Sú-kî	Smartphone
Sa̍k-yù	Pétrole
Hài-è	Chaussure
Ngiùn-hòng	Banque
Ngièn-lun Chhṳ-yù	Liberté d'expression
Oi-ngì-làn	Irlande (île)
Cheshire	Cheshire (comté)
Cumbria	Cumbria
Lancashire	Lancashire
Northumberland	Northumberland (comté)
Tyne and Wear	Tyne and Wear
County Durham	Durham (comté)
Pet Yorkshire	Yorkshire du Nord
Lincolnshire	Lincolnshire
Nottinghamshire	Nottinghamshire
Derbyshire	Derbyshire
Merseyside	Merseyside
Leicestershire	Leicestershire
Rutland	Rutland
Lû-sùn	Lu Xun (écrivain)
Northamptonshire	Northamptonshire
Devon	Devon (comté)
Oxfordshire	Oxfordshire
Wiltshire	Wiltshire
Hampshire	Hampshire (comté)
Buckinghamshire	Buckinghamshire
Surrey	Surrey (comté)
West Sussex	Sussex de l'Ouest
East Sussex	Sussex de l'Est
Kent	Kent
Thai Lùn-tûn	Grand Londres
7	7 (nombre)
8	8 (nombre)
Lu̍k-é	Cervidae
Pên	Glace
Chú ke Khì-tó-vùn	Notre Père
Ngìn-lui-ho̍k	Anthropologie
Fùng-hói	Mer Rouge
Oi-tên-páu	Édimbourg
Pha̍k-set	Blanc
Marseille	Marseille
Thai-chhûng-thèu	Oignon
6	6 (nombre)
Kôn-fông ngî-ngièn	Langue officielle
Kháu-kú-ho̍k	Archéologie
George H. W. Bush	George H. W. Bush
Pâ-ngì-kòn pan-tó	Balkans
Dmitry Medvedev	Dmitri Medvedev
Entrena	Entrena
Sîn-kau	Protestantisme
Selena	Selena
Mî-koet Thai-khûng Chúng-shu	National Aeronautics and Space Administration
Thai Put-lie̍t-tiên-tó	Grande-Bretagne
Pâ-le̍t-sṳ̂-thán	Palestine
10	10 (nombre)
Lila Downs	Lila Downs
Lia̍p-pau	Guépard
Cleveland (Yîn-koet)	Cleveland (Angleterre)
Liverpool	Liverpool
Bremen	Brême
Sîn Nò-vî-ngî	Nynorsk
Meu-thèu-tiâu	Strigiformes
Sṳ̀	Heure
Fap-lò-ngî	Féroïen
Kîm-eu-sṳ	Cà Mau
Meu-khô	Felidae
Koet-chi Thai-khûng Chhàm	Station spatiale internationale
Tà-la-sṳ	Đà Lạt
Tat-tat-ngî	Tatar
Tshûng-liông	Poids
Tsûng-su	Phoenix dactylifera
Fan-tshiet-sṳ	Phan Thiết
Sî Fut-lî-sî-ngî	Frison (langue)
Séu Vòng-chṳ́	Le Petit Prince
Phiàng-fông kûng-tshak	Mètre carré
Fó-yam-chhùng	Lampyridae
Li̍p-fông kûng-tshak	Mètre cube
Fàn-chiet-thûng-vu̍t-mùn	Annelida
Chhú-khô	Muridae
Lû-sêm-nì-â-ngî	Rusyn
Ede (Hò-làn)	Ede (Pays-Bas)
Fú-kîn	Orque
Sâ-thi̍t-fut-lî-sî-ngî	Frison oriental
Liû-khiù-koet	Royaume de Ryūkyū
Pet-fut-lî-sî-â-ngî	Frison septentrional
Â-mê-ha̍p-lâ-ngî	Amharique
蝠婆	Chiroptera
Tarnobrzeg	Tarnobrzeg
Vòng Ti	Huángdì
Tiau-ǹg-thòi Lie̍t-yí	Îles Senkaku
Khiung-fò-tóng (Mî-koet)	Parti républicain (États-Unis)
Â-sṳ̂-thù-lî-â-sṳ̂-ngî	Asturien
中國	Monde chinois
O-thi-li Pâ-vî-li-â-ngî	Bavarois
Mìn-chú-tóng (Mî-koet)	Parti démocrate (États-Unis)
Sàng-tû-sṳ	Chengdu
Âi-sṳ̂-thi̍t-lùi-mâ-thu-lâ-ngî	Estrémègne
Sàng-fà-khî	District de Chenghua
Séu-su mìn-chhu̍k	Minorité
Pô-lòi-kú	Pleiku
Â-ha̍p-sṳ̂-vòng	Achaz
Chûng-chû-sṳ	Chungju
Yî-liàu Ví-sâng	Soins de santé
Yòng-suk-yen	Xian de Yangshuo
Khiet-là-khô-fû	Cracovie
臺灣省	Province de Taïwan
Pet-kîn Sú-tû Koet-chi Kî-chhòng	Aéroport international de Pékin
Sîn-kâ-po Hòng-khûng Kûng-sṳ̂	Singapore Airlines
Thien-nó Thôn-chhèn Só-mèu	Tomodensitométrie
Vî-nî-sṳ̂-ngî	Vénitien
Vû-lòi-khî	Wulai
Koet-li̍p Thòi-vân Thai-ho̍k	Université nationale de Taïwan
Vì-phú-sêm-ngî	Vepse
Fu̍t-lò-ngî	Võro
Pân-mâ	Zèbre
Valery Leontiev	Valery Leontiev
Khô-sî-kâ-ngî	Corse (langue)
Buryat-ngî	Bouriate
Sùn-tho-chûng	Méthodisme
Suk-vú-ngî	Cebuano
Chavacano-ngî	Chavacano
Chûng-pí-khô-ngì-ngî	Bicolano central
Tha̍t-lò-phî-thû Ngî-hì	Langues dravidiennes
Ló-kiê-sṳ	Lào Cai
客家語	Hakka (langue)
Pet-nèn-sṳ	Bắc Ninh
Liòng-sân-sṳ	Lạng Sơn
Liùng-chhôn-sṳ	Long Xuyên
Mî-tshiu-sṳ	Mỹ Tho
Fut-liù-li-ngî	Frioulan
Pâng-mî-tsuk	Buôn Ma Thuột
Kàm-ngî	Gan (langue)
Pok-vu̍t-kón	Musée
Yin-thu Yî-lóng Ngî-chhu̍k	Langues indo-iraniennes
Thai-yùng-meu	Panda géant
Kalmyk-ngî	Kalmouk
Mân-ngî	Mandchou
Kû-li̍p ngî-ngièn	Isolat (linguistique)
Kit-là-kî-ngî	Gilaki
Khà-sû-pí-ngî	Cachoube
Karachay-Balkar-ngî	Karatchaï-balkar
Maguindanao-ngî	Maguindanao (langue)
Lùn-pâ-tí-ngî	Lombard (langue)
Sú	Main
Thu fú	Du Fu
Maranao-ngî	Maranao
O-lî-â-ngî	Oriya
Ngìn-khiéu	Population
Nò-man-thi-ngî	Normand
Pâng-â-sî-nâm-ngî	Pangasinan (langue)
Nèn-phìn-sṳ	Ninh Bình
Pet-sat-mí-ngî	Same du Nord
O-set-thôi-ngî	Ossète
Sî-sî-lî-ngî	Sicilien
Sat-tên-nî-â-ngî	Sarde
Nì-ngá-ngì-ngî	Nepalbhasha
Valparaíso	Valparaiso
Kóng-ngi-sṳ	Quảng Ngãi
Yên-yèn	Acteur
Thap-kâ-lo̍k-ngî	Tagalog
Thùng	Bronze
Tausūg-ngî	Tausug
Vlaams-ngî	Flamand (dialecte)
Fà-liùng-ngî	Wallon
Sú-ngî	Langue des signes
Międzyrzec Podlaski	Międzyrzec Podlaski
Phiêu-chún Chhông-ngî	Tibétain
Ngá-shuì-ngá-shuì-ngî	Waray-waray
Yì-ku-tshu̍k	Yugur
N̂g-ngî	Wu (langue)
Woodrow Wilson	Woodrow Wilson
Fu̍t-sân-sṳ	Foshan
Ngiù-chîn Thai-ho̍k	Université d'Oxford
Sú-tsṳ́	Doigt
Sṳ̍p-thiàu Kie-min	Décalogue
Yok-hon-nì-sṳ̂-páu	Johannesburg
Kî-tuk Kau-fi	Église (institution)
Pau-é	Léopard
Sîn-kiông	Xinjiang
Muk-kôa	Papayer
Pu-lî-sṳ̂-pân	Brisbane
Â-mî-ngî	Amis (langue)
Vî-liâm Lùn-khìm	Wilhelm Röntgen
Chû-chhèu	Dynastie Zhou
Ido-ngî	Ido
Brad Pitt	Brad Pitt
Pa̍k-kiûng	Maison-Blanche
Tha̍t-mâ-thai-ngî	Dalmate
Tat-tat-chhu̍k	Tatars
Kô-liáng-sṳ	Cao Lãnh
Thai-fán-sṳ	Osaka
Sên-khiù-ngî	Lingwa de planeta
Kiam-khiâu Thai-ho̍k	Université de Cambridge
Kûng-khín	Hectare
Sé-lî	Baptême
Pông-hâ	Asthme
Chuk	Bambou
Hiligaynon-ngî	Hiligaïnon
Fù Tsṳ-mìn	Hô Chi Minh
Thièn-piên-fú	Ðiện Biên Phủ
Khûn-sṳ-làn-chû	Queensland
Ha-liùng-sṳ	Hạ Long
Kûi-yìn-sṳ	Quy Nhơn
Mìn-nì-â-pô-li-sṳ̂	Minneapolis
Li̍t-ka-sṳ	Rạch Giá
Li-kú-lî-â-ngî	Ligure
Phô-lò-chû	Bornéo
Khà-phién-phién-kâm-ngî	Pampangan
Vù-fâ-kó	Ficus carica
Sun-fa-sṳ	Hué
Tshòng-thu	Longueur
Sṳ̂-chhù-chṳ̂-lu	Route de la soie
Hói-yòng-sṳ	Hai Duong
Mô-li-ngî	Maori de Nouvelle-Zélande
Mên-tûng-ngî	Mindong
Mên-pet-ngî	Minbei
Tô-se-pâu sâng-vu̍t	Organisme multicellulaire
Hîn-ôn-sṳ	Hưng Yên
Mên-nàm-ngî	Minnan
Tshiên-ngièn	Millénaire
Ho̍k-miàng	Nom binominal
Vì-tô-li-â-chû	Victoria (État)
Chong-chhu̍k	Zhuang (ethnie)
Sông-hói-fa	Shanghaïen
Aung San Suu Kyi翁山蘇姬	Aung San Suu Kyi
Tshèu-chû-fa	Teochew (dialecte)
Yok-hon-fuk-yîm	Évangile selon Jean
William Vòng-chṳ́	William de Cambridge
Kâm-tsà	Canne à sucre
Chhṳ̀n Kóng-sâng	Jackie Chan
12	12 (nombre)
Vok-là-phú-khiet-ngî	Volapük
Toshiro Mifune	Toshirō Mifune
Kám-lám-su	Olivier
Só-lò-mùn-vòng	Salomon (Bible)
O-khiet-làn	Auckland
Chhṳ̍t-sien	Droite (mathématiques)
11	11 (nombre)
13	13 (nombre)
Sûn-chṳ́	Sun Tzu
Sṳn-lìn	Saint-Esprit
Lû-pu-lìm	Lublin
Thì-thèu	Arachide
100	100 (nombre)
Tshit-thèu	Genou
Tô-piên-hìn	Polygone
Nàm Chûng-koet Hói	Mer de Chine méridionale
Campora San Giovanni	Campora San Giovanni
Pien-set-liùng	Chamaeleonidae
Bloemfontein	Bloemfontein
Ngiam-set-thí	Chromosome
O-khiet-làn Vùn-fap Ho̍k-káu	Auckland Grammar School
Ngióng-kông	Rangoun
Ma̍k-tông-lò Kûng-sṳ̂	McDonald's
1000000	Million
Meu-miàng-sṳ	Maoming
Liú-chiu-sṳ	Liuzhou
Pet-pan-khiù	Hémisphère nord
Ló-chhú	Mus (genre)
Thí-tsit	Volume
Het-tsṳ̂	Hertz
Pak-pân-khiet	Burbank (Californie)
Sien-lia̍p-thí	Mitochondrie
Yî-sên	Médecin
Ki-sa̍k-chhṳn	Stonehenge
Chúng-thí Kîn-chi-ho̍k	Macroéconomie
Ágreda	Ágreda
Lu-kâ-fuk-yîm	Évangile selon Luc
Sîn Kí-nui-â	Nouvelle-Guinée
Sṳ́-thù-hàng-chhon	Actes des Apôtres
Mô-hái	Brachyura
PH	Potentiel hydrogène
Khì-tó	Prière
Ôn-fui-sén	Anhui
Chûng-chhîn Pet-tho	Chungcheong du Nord
Chûng-chhîn Nàm-tho	Chungcheong du Sud
Kông-ngièn-tho (Hôn-koet)	Gangwon
Nui Mùng-kú	Mongolie-Intérieure
Kîm Ngit-sṳ̀n	Kim Il-sung
Chhái-na̍p Koet-chi Phú-chhu Ngî-ngièn Thoi-péu-thòn	Délégation pour l'adoption d'une langue auxiliaire internationale
Pí-tet-kô-sṳ̍p	Bydgoszcz
Nottingham	Nottingham
Thai-ví-vòng	David (Bible)
Li-vi-ki	Lévitique
Sṳ̂-thán-fuk Thai-ho̍k	Université Stanford
Fuk-kian	Fujian
Kûng-khiet	Gramme
Mùng-kú-tshu̍k	Mongols
Khí-sṳ-liu̍k	Apocalypse
Kong-lîn-sṳ	Gangneung
Kiê-liùng-sṳ	Gyeryong
Kô-yòng-sṳ	Goyang
Kûng-chû-sṳ	Gongju
Kó-chhôn-sṳ	Gwacheon
Kông-mìn-sṳ	Gwangmyeong
Kóng-chû-sṳ (Hôn-koet)	Gwangju (Gyeonggi)
Kiú-lî-sṳ	Guri
Kiûn-phú-sṳ	Gunpo
Kîm-phú-sṳ	Gimpo
Nàm-yòng-chû-sṳ	Namyangju
Lun-sân-sṳ	Nonsan
Thông-chîn-sṳ (Hôn-koet)	Dangjin
Tûng-theu-chhôn-sṳ	Dongducheon
Tûng-hói-sṳ (Hôn-koet)	Donghae
Pó-nèn-sṳ	Boryeong
Fu-chhôn-sṳ	Bucheon
Sâm-chit-sṳ	Samcheok
Shuì-sân-sṳ	Seosan
Sàng-nàm-sṳ	Seongnam
Suk-chhó-sṳ	Sokcho
Sṳ́-hîn-sṳ	Siheung
Ngà-sân-sṳ	Asan
Ôn-sân-sṳ	Ansan
Ôn-sàng-sṳ (Hôn-koet)	Anseong
Ôn-yông-sṳ	Anyang (Corée du Sud)
Yòng-chû-sṳ	Yangju
Vû-sân-sṳ	Osan
Ngièn-chû-sṳ	Wonju
Ngi-vòng-sṳ	Uiwang
Ngi-chṳn-fú-sṳ	Uijeongbu
Li-chhôn-sṳ (Hôn-koet)	Icheon
Thî-chhôn-sṳ	Jecheon
Thiên-ôn-sṳ	Cheonan
Chhîn-chû-sṳ	Cheongju
Chhûn-chhôn-sṳ	Chuncheon
Thai-pha̍k-sṳ	Taebaek
Po-chû-sṳ	Paju
Phìn-tshe̍t-sṳ	Pyeongtaek
Phàu-chhôn-sṳ	Pocheon
Hò-nàm-sṳ	Hanam
Fà-sàng-sṳ	Hwaseong
Buckingham Kiûng	Palais de Buckingham
Hói-nàm	Haïnan
Yén-tûng	Extrême-Orient
Ngiên-kiu	Recherche scientifique
Kâm-suk	Gansu
Pha̍k Se-pâu	Leucocyte
York	York
Tsiú	Coude
Sṳ̂n-min-ki	Deutéronome
Sû-chû-sṳ	Suzhou
Vûn-chû-sṳ	Wenzhou
Windsor Sàng-páu	Château de Windsor
Hòn-chhu̍k	Han (ethnie)
Nèn-pô-sṳ	Ningbo
Tet-koet-ngìn	Allemands
Ko-men	Allergie
Fù-khì	Hirudinea
Kîm-yùng	Finance
1000	1 000 (nombre)
Mìn-su-ki	Livre des Nombres
Liu̍k Khiet-vùn	Kevin Rudd
Ngo̍k-ǹg	Crocodylidae
Yùn-nàm	Yunnan
Vû-â	Corvus
Plymouth	Plymouth (Angleterre)
Sân-tûng	Shandong
Pí	Bras (segment de membre)
Derby-sṳ	Derby (Angleterre)
Thàn-khîn Fa-ha̍p-vu̍t	Hydrocarbure
Hò-nàm	Henan
