非洲	Afrique
Puławy	Puławy
Chuk Hon	Royaume de Shu
Chhâu Ngùi	Royaume de Wei
Abitibi-Témiscamingue	Abitibi-Témiscamingue
Staszów	Staszów
Mò-tóng-sit	Sans étiquette
Iwakuni-sṳ	Iwakuni
Soi-ha-tshu̍k	Saisiyat (ethnie)
Kâu-thûng kûng-khí	Mode de transport
Phok Hièn-yún	Pak Hon-yong
Sat-kâ-li-ngâ-vòng	Zacharie (roi d'Israël)
Yok-ha̍p-sṳ̂-vòng	Joachaz (Israël)
Fùng Siù-chhiòn	Hong Xiuquan
Yok-â-sṳ̂-vòng (Yî-set-lie̍t)	Joas (Israël)
Yok-làn-vòng (Yî-set-lie̍t)	Joram (Israël)
Pí-kâ-vòng	Peqah
Sâ-liùng-vòng	Shallum
Pí-kâ-hot-vòng	Peqahya
Khiu Sṳ̀n-thûng	Shing-Tung Yau
Fùng Puk-kím Kiê	Faisan doré
Grajewo	Grajewo
Sat-lâ-tshu̍k	Salar (ethnie)
Yok-ha̍p-sṳ-vòng	Joachaz (Juda)
Sîn-tiam-khî	Xindian
Łapy	Łapy (ville)
Chhiâng-pa̍k-kông-khî	District de Qingbaijiang
瑤族	Yao (peuple d'Asie)
Thú-sàng-khî	Tucheng
Sîn-chông-khî	Hsinchuang
Hagi-sṳ	Hagi
Wong Hi-zi	Wang Xizhi
Meu-nàm-khî	District de Maonan
Chûng-chhiû-chiet	Fête de la mi-automne
Nài-lî-kak-li-sâ-ngì	Nériglissar
Fùng-theu	Haricot azuki
Łuków	Łuków
Łęczna	Łęczna
Świdnik	Świdnik
Pô-sṳ̂ Ti-koet	Achéménides
Nagato-sṳ	Nagato (ville)
Sî-lìm-yen	Xian de Xilin
Mâ-thai-fuk-yîm	Évangile selon Matthieu
Sṳ̍p-sṳ-ka	Croix (christianisme)
Â-chû Hòng-khûng X	AirAsia X
Â-chû Hòng-khûng	AirAsia
Yî-fut-só-sû	Épître aux Éphésiens
Sòng-tet-sṳ	Changde
Yit-yòng-sṳ	Yiyang
Chhim-chû-sṳ	Chenzhou
Tshî Kông-khí	Xu Guangqi
Súi-nèn-sṳ	Suining
Nui-kông-sṳ	Neijiang
Tha̍t-chû-sṳ	Dazhou
Ngá-ôn-sṳ	Ya'an
10000	10 000 (nombre)
Fú-kûa	Momordica charantia
Fún-fùng-set	Rose (couleur)
Nâ-sat-le̍t	Nazareth
Yî-tshu̍k	Yi (ethnie)
Mî-koet Kûng-lî-fi Chhâ-fi	American Board of Commissioners for Foreign Missions
Â-thâ-li-ngâ	Athalie
Augustów	Augustów
Windsor, Berkshire	Windsor (Angleterre)
Kô Khô-kî	Techniques de pointe
Tai Tet-sâng	Hudson Taylor
Hòn Hòn	Han Han
Tczew	Tczew
Hâ-nì-tshu̍k	Hani
Thòi-nàm-yen	Comté de Tainan
Fù-chṳ-mìn-sṳ Kî-chhòng	Aéroport international de Tân Sơn Nhất
Hien-thoi Accent	Hyundai Accent
Hien-thoi Sonata	Hyundai Sonata
Hien-thoi Elantra	Hyundai Elantra
Hien-thoi Equus	Hyundai Equus
Vû-tsṳ-phe̍t-khiet-chhu̍k	Ouzbeks
Hien-thoi Genesis Coupé	Hyundai Genesis Coupe
Thap-kit-khiet-tshu̍k	Tadjiks
Wal-Mart Kûng-sṳ̂	Walmart
緋彈个婭里婭	Hidan no Aria
Yùn-tôn yun-son	Cloud computing
Ńg-sùn-chiet Yun-thung	Pentecôtisme
Liu̍k-theu	Haricot mungo
Chêu-siên-chhu̍k	Coréens
Khúa-ngì-khiet-tsṳ-tshu̍k	Kirghizes
Burgo de Osma-Ciudad de Osma	El Burgo de Osma
Sông-hói Ha̍p-tsok Tsû-tsṳt	Organisation de coopération de Shanghai
Yì Kit-chùn	Yu Kil-chun
Reus	Reus
San Esteban de Gormaz	San Esteban de Gormaz
Hien-thoi Santa Fe	Hyundai Santa Fe
Yî-ho̍k-yen	Faculté de médecine
Het-mien Phî-lù	Petite Spatule
Sṳ̀n-chheu-fi	Assemblées de Dieu
Phok Chhùng-yòng	Park Jung-yang
Fâ-tû-khî	District de Huadu
Sâ-â-nàm	Shah Alam
Kit-lùng-po Koet-chi Kî-chhòng	Aéroport international de Kuala Lumpur
Ngiu̍k-Sân	Yu Shan
Hōfu-sṳ	Hōfu
Thai-yí-sân	Île de Lantau
Starogard Gdański	Starogard Gdański
Het-tsat-tshu̍k	Hezhen
Sîn-chhèu	Dynastie Xin
Mauricie	Mauricie
Strzelce Opolskie	Strzelce Opolskie
Hò-làn Tâi-thi Sat-khiet-sêm-ngî	Bas saxon des Pays-Bas
Yîn-kô-khî	Yingge
Vû-yìn	Muscidae
Tha̍t-mâ-thai	Dalmatie
Witwatersrand Thai-ho̍k	Université du Witwatersrand
Pat-phu-khî	District de Babu
Ôn-fa-yen	Xian d'Anhua
Hò-tûng-sṳ	District de Ha Dong
Sîn-chîn-yen	Xian de Xinjin
Mâ-lî-sûn	Robert Morrison
Mùng-sân-yen	Xian de Mengshan
Vú-fûng-hiông	District de Wufeng
Pat-lî-khî	Bali (New Taipei)
Pán-khièu-khî	Panchiao
Kung-liàu-khî	Gongliao
Kîm-sân-khî	Jinshan
Nà-khiéu-khî	Linkou
Lù-chû-khî	Luzhou (New Taipei)
Phiâng-lìm-khî	Pinglin
Phìn-hâi-khî	Pingxi
Lui-fông-khî	Ruifang
Sâm-chhùng-khî	Sanchong
Sâm-hia̍p-khî	Sanxia
Sâm-chṳ-khî	Sanzhi
Chhṳ̂m-hâng-khî	Shenkeng
Sa̍k-tàng-khî	Shiding
Sa̍k-mùn-khî	Shimen
Su-nà-khî	Shulin
Thai-sân-khî	Taishan (New Taipei)
Thâm-súi	Tamsui
Van-lî-khî	Wanli (New Taipei)
Ńg-kú-khî	Wugu
Sip-chṳ-khî	Xizhi
Yún-fò-khî	Yonghe
Fû-lùn-pi-ngì-sṳ	Hulunbuir
Ngo̍k-vûn-khiet-tshu̍k Tshṳ-tshṳ-khî	Bannière autonome d'Evenk
Ǹg-chiu-sṳ	Wuzhou
Fòng-sàng-kóng-sṳ	Fangchenggang
Khîm-chiu-sṳ	Qinzhou
Kui-kóng-sṳ	Guigang
Ngiu̍k-lìm-sṳ	Yulin (Guangxi)
Pak-set-sṳ	Baise (Chine)
Fo-chiu-sṳ	Hezhou
Hò-chhṳ̀-sṳ	Hechi
Lòi-pîn-sṳ	Laibin
Fuk-thièn-khî	District de Futian
Chhùng-chó-sṳ	Chongzuo
Lùng-fi-yen	Xian de Longhui
Thú-kâ-tshu̍k	Tujias
Lai-vân-khî	District de Liwan
Hîn-nèn-khî	District de Xingning
Siau-sân-khî	District de Xiaoshan
Fûng-khôi-yen	Xian de Fengkai
Dewetsdorp	Dewetsdorp
Sîn-kie	Nouveaux Territoires
Khôi-phìn-sṳ	Kaiping
Tsit-sa̍k-sân Pó-ôn-tshu̍k Tûng-hiông-tshu̍k Sat-lâ-tshu̍k Tshṳ-tshṳ-yen	Xian autonome bonan, dongxiang et salar de Jishishan
Mo-yi	Commerce
Kô-mìn-khî	District de Gaoming
Saam-zi-gang	Classique des Trois Caractères
Thí-lîn-sṳ	Liling
Kędzierzyn-Koźle	Kędzierzyn-Koźle
Kóng-hon-sṳ	Guanghan
Meu-yen	Xian de Mao
Ôn-hiông-yen	Xian d'Anxiang
Ôn-hâi-yen	Xian d'Anxi
Duiven	Duiven
Yo̍k-ho̍k	Pharmacie
Chhiâng-yòng-khî	District de Qingyang
Fi-yòng-khî	District de Huiyang
Kóng-tó-yen	Préfecture de Hiroshima
Thu̍k-liùng-tshu̍k	Derung
Tseu-tshu̍k	Tsou
IPhone (Thi-yit thoi)	IPhone (1re génération)
Ye̍t-nàm-ngî sṳ-mû	Quốc ngữ
Sîn Pâ-pí-lùn Vòng-koet	Empire néo-babylonien
Fuk-tín-sṳ	Fuding
Fung-sân-sṳ	Fengshan
Khîm-nàm-khî	District de Qinnan
Kien-yòng-sṳ	Jianyang (Fujian)
Shūnan-sṳ	Shūnan
Skarżysko-Kamienna	Skarżysko-Kamienna
Longás	Longás
Kô-tá-ha̍p-lû-sṳ	Kota Bharu
Sú-chiuk-khiéu-phiang	Syndrome pieds-mains-bouche
Kông-phú	Spectre (terminologie)
Chhṳ̂m-súi-phu-khî	Sham Shui Po (district)
Mielec	Mielec
Yùn-siau-yen	Xian de Yunxiao
客家	Hakka
Wejherowo	Wejherowo
Pu-yî-chhu̍k	Buyei
Mí-yi-yen	Xian de Miyi
Nâ-po-yen	Xian de Napo
Ngì-làn-sṳ	Yilan (ville)
Ńg-fù Sṳ̍p-liuk-koet	Seize Royaumes
Néu-yok Tû-fi-khî	Grand New York
歷峯雧團	Richemont (entreprise)
Ng̀-tshon-sṳ	Wuchuan
Lanaudière	Lanaudière
Thap-lùn-ti-nò-ngî	Tarentin
Vòng Sîm-lìn	Cyndi Wang
Chhṳ̀n Kâ-fà	Ella Chen
Lo̍k-chhîn-sṳ	Yueqing
Eu-hói-khî	District d'Ouhai
Mâ-kûng-sṳ	Magong
Tshu-theu-fú	Tofu puant
Làn-yí	Lanyu
Mèu-li̍t-sṳ	Miaoli
2009-ngièn sṳ-kie yun-thung-fi	Jeux mondiaux de 2009
Thai-ngâ-tshu̍k	Atayal
Joy	Joy (groupe musical)
Liu̍k-tó-hiông	Île Verte (Taïwan)
Lu̍k-kóng-tsṳ́n	Lukang
Pu-nùng-tshu̍k	Bunun
Liùng-vân-khî	District de Longwan
Lu̍k-sàng-khî	District de Lucheng
Phìn-yòng-yen	Xian de Pingyang
Yún-kâ-yen	Xian de Yongjia
Thung-thèu-yen	Xian de Dongtou
Chhṳ̀-hâi-sṳ	Cixi (Zhejiang)
Thèu-sàng-tsṳ́n	Toucheng
Pî-nàm-tshu̍k	Puyuma
Kông-sân-tsṳ́n	Gangshan
Tha̍t-ngu-tshu̍k	Da'o
Mâ-hâi	George Leslie Mackay
Mî-nùng-tsṳ́n	Meinong
Theui-waan Thin-get Lin-mang	Union pour la solidarité de Taïwan
Thai-lû-kok Koet-kâ Kûng-yèn	Parc national de Taroko
Khén-tên Koet-kâ Kûng-yèn	Parc national de Kenting
Lie̍t-yí-hiông	Lieyu
Ngô-mì-hiông	Emei (Taïwan)
Yòng-mìn-sân Koet-kâ Kûng-yèn	Yangmingshan
Hak-kâ chhoi	Cuisine des Hakkas
Wong Gaa-khi	Wong Ka-kui
Phìn-fông Kûng-lî	Kilomètre carré
Liòng Kuet-hiùng	Leung Kwok-Hung
Thòi-vân Kî-tuk-kau	Christianisme à Taïwan
Kôn-yîm-hiông	Guanyin (Taïwan)
Fâ-lièn-sṳ	Hualien
Shuì-ôn-sṳ	Rui'an
Fung-fa-sṳ	Fenghua
Phìn-tûng-sṳ	Pingtung
Thòi-tûng-sṳ	Taitung
Chùng-chṳ́	Zongzi
Thòi-fûng Mo̍k-Là-Khiet (2009-ngièn)	Typhon Morakot (2009)
Thòi-pet Tshia̍p-yun	Métro de Taipei
Chhòn-yùng Hòng-khûng	EVA Air
Kôn-yîm	Guanyin
Nàm-thèu-sṳ	Nantou
Phài-vân-tshu̍k	Paiwan
Thòi-vân nàm-tó ngî-ngièn	Langues formosanes
Lìm-pâ Se-pâu	Lymphocyte
Phài-vân-ngî	Paiwan (langue)
Thai-ngâ-ngî	Atayal (langue)
Lû-khái-tshu̍k	Rukai
Tseu-ngî	Tsou (langue)
Pî-nàm-ngî	Puyuma (langue)
Soi-ha-ngî	Saisiyat (langue)
Hak-kâ thú-lèu	Tulou du Fujian
100000	100 000 (nombre)
Kô-sîn-shì	Ku (empereur)
Jarosław	Jarosław
Tûng-khî (Hiông-kóng)	Eastern
Gaspésie–Îles-de-la-Madeleine	Gaspésie–Îles-de-la-Madeleine
Pok-lò-yen	Xian de Boluo
Ostrowiec Świętokrzyski	Ostrowiec Świętokrzyski
Sa̍k-fûng-khî	District de Shifeng
Tshiâ-tshu̍k	She
Sîn-kâ-po Koet-li̍p Thai-ho̍k	Université nationale de Singapour
Sên-sán	Production
Chojnice	Chojnice
Bronckhorst	Bronckhorst
Thi-kip-sṳ	Ville-préfecture
Mine-sṳ	Mine (Yamaguchi)
Mì-fûn-ho̍k	Différentielle
Tûng-hiông-tshu̍k	Dongxiang (ethnie)
Lâ-fú-tshu̍k	Lahu
Włodawa	Włodawa
Starachowice	Starachowice
Stalowa Wola	Stalowa Wola
Chat-ho̍k Pok-sṳ	Philosophiæ doctor
Lì-tó-khî	Islands District
Ermelo	Ermelo (Pays-Bas)
Thông-phûng	Apidae
Tshûng-shîn-yen	Préfecture d'Okinawa
Tshòng-lo̍k-sṳ	Changle
Yí-fù-khî	District de Yuhu
Sâm-súi-khî	District de Sanshui
Nàm-thin-sṳ	Nam Định
Montpellier Thai-ho̍k	Université de Montpellier
Końskie	Końskie
Luceni	Luceni
Fà-khièu	Diaspora chinoise
Kien-nèn-yen	Xian de Jianning
Lô-kông-khî	District de Luogang
Madrid Chhṳ-chhṳ Thai-ho̍k	Université autonome de Madrid
Tshṳ-tshṳ-chû	Préfecture autonome
Medway	Medway
Pó-ôn-khî	District de Bao'an
Pet-liù-sṳ	Beiliu
Nysa, Pô-làn	Nysa (Pologne)
Belver de Cinca	Belver de Cinca
Pó-ôn-chhu̍k	Bonan
Culemborg	Culemborg
Kôan-tan-sṳ	Kuantan
Sokółka	Sokółka (ville)
Thâu-thông-shì	Yao (empereur)
Hikari-sṳ	Hikari (Yamaguchi)
Krosno	Krosno
Kûng-lî	Kilomètre
Almarza	Almarza
Aldealices	Aldealices
Aldealafuente	Aldealafuente
Alentisque	Alentisque
Adradas	Adradas
Alconaba	Alconaba
Abejar	Abejar
Aldealpozo	Aldealpozo
Alcubilla de las Peñas	Alcubilla de las Peñas
Aldealseñor	Aldealseñor
Alcubilla de Avellaneda	Alcubilla de Avellaneda
Covaleda	Covaleda
Almazul	Almazul
Arcos de Jalón	Arcos de Jalón
Aldehuela de Periáñez	Aldehuela de Periáñez
Almenar de Soria	Almenar de Soria
Duruelo de la Sierra	Duruelo de la Sierra
Shâu-sân-sṳ	Shaoshan
Tai-tshu̍k	Dai (ethnie)
Mùn-pâ-tshu̍k	Monba
Kudamatsu-sṳ	Kudamatsu
Kiong-tshu̍k	Qiangs
Afrikaner-ngìn	Afrikaners
Yîn-koet-ngìn	Britanniques
Ngá-tshu̍k	Wa (ethnie)
Brummen	Brummen
Fû-yûng-sṳ	Seremban
Jasło	Jasło
Â-chhông-chhu̍k	Achang
Bielsk Podlaski	Bielsk Podlaski
Beuningen	Beuningen (Gueldre)
Thú-tshu̍k	Tu (ethnie)
Pân-kap	Pigeon roussard
Súi-tshu̍k	Sui (ethnie)
Nyet-láu-tshu̍k	Gelao
Kín-phó-tshu̍k	Jingpo
Lo̍k-pâ-tshu̍k	Lhoba
Li̍t-siuk-tshu̍k	Lisu
Siên-pî-chhu̍k	Xianbei
Sanyo-Onoda-sṳ	San'yō-Onoda
Billingham	Billingham
Pin-kông-khî	District de Binjiang
Pet-khî (Hiông-kóng)	North District
Mô-nàm-tshu̍k	Maonan
Nu-tshu̍k	Nu (ethnie)
Mu̍k-láu-tshu̍k	Mulao
Sî-sûng-pán-na̍p Thài-tshu̍k Tshṳ-tshṳ-chû	Préfecture autonome dai de Xishuangbanna
Ngièn-lóng-khî	Yuen Long (district)
Kôn-thòng-khî	Kwun Tong (district)
Khwûi-tshiâng-khî	Kwai Tsing (district)
Phù-mí-tshu̍k	Pumi
Thai-pu-khî	Tai Po (district)
Tet-ngo-tshu̍k	De'ang
Vòng-thai-siên-khî	Wong Tai Sin (district)
Tshiên-vân-khî	Tsuen Wan (district)
Pu-lóng-chhu̍k	Blang
Pok-pha̍k-yen	Xian de Bobai
Chhîn-sîn-yen	Xian de Qingxin
Pâ-thìn-khiùn	District de Ba Dinh
Bracknell Sêm-lìm	Bracknell Forest
Mìn-chú Chin-phu-tóng	Parti démocrate progressiste (Taïwan)
Tomaszów Lubelski	Tomaszów Lubelski
Liú-kông-yen	Xian de Liujiang
Thiên-hò-khî	District de Tianhe
Po-thèu-khî	District de Potou
Hàng-thung Chok-ngia̍p Ne-thúng	Système d'exploitation mobile
Hrubieszów	Hrubieszów
Liùng-mùn-yen	Xian de Longmen
Hói-tshong-khî	District de Haicang
Pet Québec Thi-khî	Nord-du-Québec
Montérégie	Montérégie
Druten	Druten
Nàm-hiùng-sṳ	Nanxiong
Hói-nàm-fa	Hainanais
Tshiùng-thâu Mèu-tshu̍k Tshṳ-tshṳ-yen	Xian autonome miao de Songtao
Chhièn-Liòng	Liang antérieur
Liú-sàng-yen	Xian de Liucheng
Sun-tet-khî	District de Shunde
Dębica	Dębica
Fân-nyî-khî	District de Panyu
Québec-ngìn Tóng	Parti québécois
Grahamstown	Grahamstown
Cape Town Thai-ho̍k	Université du Cap
Phìn-lo̍k-yen	Xian de Pingle
Kui-phìn-sṳ	Guiping
Sasolburg	Sasolburg
Tûng-sân-yen	Xian de Dongshan
Hò-thòng-khî	District de Hetang
Si̍p-mî-khî	District de Jimei
Ǹg-fûng-khî	District de Yufeng
Daniele Suzuki	Daniele Suzuki
Kraśnik	Kraśnik
Dęblin	Dęblin
Radzyń Podlaski	Radzyń Podlaski
Thûn-mùn-khî	Tuen Mun (district)
Kiú-liùng-sàng-khî	Kowloon City (district)
Nàm-khî (Hiông-kóng)	Southern (district)
Vân-chái-khî	Wan Chai (district)
Prudnik	Prudnik
Villanueva de Sigena	Villanueva de Sigena
Tân-vi	Unité
Tûng-Thiet-Sien	Ligne du Réseau Est (MTR)
Tseung Kwan O Line	Ligne Tseung Kwan O (MTR)
Stockton-on-Tees	Stockton-on-Tees
Kóng-nèn-yen	Xian de Guangning
Sî-Liòng	Liang occidental
Wokingham	Wokingham
Fûng-hâi-khî	District de Fengxi
Kô-lò-sî	Chônai
Lò-fù-khî	District de Luohu
Yàm-thièn-khî	District de Yantian
Khiâm-nàm Pu-yî-tshu̍k Mèu-tshu̍k Tshṳ-tshṳ-chû	Préfecture autonome buyei et miao de Qiannan
Lìm-ha Fì-tshu̍k Tshṳ-tshṳ-chû	Préfecture autonome hui de Linxia
Liùng-kông-khî	District de Longgang (Shenzhen)
Graaff-Reinet	Graaff-Reinet
Orania	Orania
Fu-yòng-sṳ	Fuyang (Zhejiang)
Yì-yâu-sṳ	Yuyao
Â-pa Chhong-chhu̍k Kiông-chhu̍k Chhṳ-chhṳ-chû	Préfecture autonome tibétaine et qiang d'Aba
Welkom	Welkom
Vú-mîn-yen	Xian de Wuming
Hoedspruit	Hoedspruit
Lìm-ôn-sṳ	Lin'an (Zhejiang)
Hói-tsû-khî	District de Haizhu
Ye̍t-siù-khî	District de Yuexiu
Vryheid	Vryheid
Swellendam	Swellendam
Kwun-lò-sṳ	Miluo
Vòng-pu-khî	District de Huangpu (Guangdong)
Nàm-hói-khî	District de Nanhai
Sin-nî-sṳ	Xinyi (Guangdong)
Lùng-ôn-yen	Xian de Long'an
Tû-kông-yén-sṳ	Dujiangyan
Mâ-sân-yen	Xian de Mashan
Sîn-fi-khî	District de Xinhui
Tshiùng-fa-sṳ	Conghua
Lièn-sân Chong-chhu̍k Yâu-chhu̍k Chhṳ-chhṳ-yen	Xian autonome zhuang et yao de Lianshan
Lo̍k-tshông-sṳ	Lechang
Lièn-chiu-sṳ	Lianzhou
Kô-yêu-sṳ	Gaoyao
Fû-yûng-khî	District de Furong
Hîn-nèn-sṳ	Xingning
Ho̍k-sân-sṳ	Heshan (Guangdong)
Yòng-chhûn-sṳ	Yangchun
Mo̍k-li̍t Tha̍t-ngá Tha̍t-vat-ngì-tshu̍k Tshṳ-tshṳ-khì	Bannière autonome daur de Morin Dawa
Thùng-ôn-khî	District de Tong'an
Liu̍k-fûng-sṳ	Lufeng
Thòi-kông-khî	District de Taijiang
Liùng-hói-sṳ	Longhai
Sa̍k-sṳ̂-sṳ	Shishi
Siông-ôn-khî	District de Xiang'an
Mên-hêu-yen	Xian de Minhou
Lìm-siong-sṳ	Linxiang
Liù-yòng-sṳ	Liuyang
Lói-yòng-sṳ	Leiyang
Tsàu-vú-sṳ	Shaowu
Hói-shù-khî	District de Haishu
Sa-fi Mìn-tsú Lièn-sien	Ligue des sociaux-démocrates de Hong Kong
Kien-tet-sṳ	Jiande
Phî-yen	Xian de Pi
Sîn-tû-khî	District de Xindu
Phìn-siông-sṳ	Pingxiang (Guangxi)
Nî-chiu-sṳ	Yizhou
Tshîn-hói-khî	District de Chenghai
Yîn-tet-sṳ	Yingde
Sṳ̍p-fong-sṳ	Shifang
Vi	Estomac
Tshông-sân-khî	District de Cangshan
Chhông-ǹg-yen	Xian de Cangwu
Liùng-hâ	Nephropidae
Kî-nok-tshu̍k	Jino
Chhém-hâi-sṳ	Cenxi
Ngo̍k-lùn-tshùn-tshu̍k	Oroqen
Chhà-lîn-yen	Xian de Chaling
Shèn-sàng-khî	District de Chancheng
Chhòng-sâ-yen	Xian de Changsha
Tshòng-thai-yen	Xian de Changtai
Tshòng-tin-yen	Xian de Changting
Chhòng-chû-khî	District de Changzhou
Tshèu-ôn-yen	Xian de Chao'an
Chaudière-Appalaches	Chaudière-Appalaches
Sî-Chû	Période des Zhou de l'Ouest
Liông (Nàm-chhèu)	Dynastie Liang
Sṳ̀n-Hòn	Cheng Han
Sàng-phu Mèu-chhu̍k Chhṳ-chhṳ-yen	Xian autonome miao de Chengbu
Sàng-siong-khî	District de Chengxiang
Tshak-kham-khî	District de Chikan
Chhùng-chû-sṳ	Chongzhou
Sùn-ôn-yen	Xian de Chun'an
Lí-sàng-khî	District de Licheng (Quanzhou)
Pet-ngan Thi-khî (Québec)	Côte-Nord
Mí-nàm-kâ-pó-ngìn	Minangkabau
Néu-yok-kóng	Port de New York
Tha̍k-é	Dizi
Su-nèn-yen	Xian de Shouning
Sâ-vân-khî	District de Shawan
Thûng-chhôn-khî	District de Tongchuan
Sṳ-chûng-khî (Lo̍k-Sân-sṳ)	District de Shizhong (Leshan)
Mâ-piên Yì-chhu̍k Chhṳ-chhṳ-yen	Xian autonome yi de Mabian
Thai-phû-yen	Xian de Dabu
Thai-fa Yâu-chhu̍k Chhṳ-chhṳ-yen	Xian autonome yao de Dahua
Tân-yit kón-lî-khî	Autorité unitaire
Kú-thièn-yen	Xian de Gutian
Tet-pó-yen	Xian de Debao
Tet-fa-yen	Xian de Dehua
Hiông-kóng Thit-sṳ-nì Lo̍k-yèn Thu-ká-khî	Hong Kong Disneyland Resort
Tet-khin-yen	Xian de Deqing (Guangdong)
Tí-chhu̍k	Di (groupe ethnique)
Fi-sàng-khî	District de Huicheng
Chiáng-ngân-yen	Xian de Jingyan
Fài-si̍p-yen	Xian de Huaiji
Khien-vì-yen	Xian de Qianwei
Ńg-thûng-khiàu-khî	District de Wutongqiao
Kông-hói-khî	District de Jianghai
Khì-yen	Xian de Qu
Sun-khin-khî	District de Shunqing
Kô-phiàng-khî	District de Gaoping
Mu̍k-chhôn-yen	Xian de Muchuan
Liú-pet-khî	District de Liubei
Liú-nàm-khî	District de Liunan
Thien-pha̍k-yen	Xian de Dianbai
Sông-lìm-yen	Xian de Shanglin
Thâm-thòng-khî	District de Tantang
Mòi-yen	Xian de Mei (Guangdong)
Chṳ̂-yòng-khî	District de Ziyang
Sâm-kông Thûng-chhu̍k Chhṳ-chhṳ-yen	Xian autonome dong de Sanjiang
Na̍p-hâi-khî	District de Naxi
Mièn-chuk-sṳ	Mianzhu
Lièn-sàng-yen	Xian de Liancheng
Kô-chiu-sṳ	Gaozhou
Khiûng-lôi-sṳ	Qionglai
Si-fi-sṳ	Sihui
Ngièu-phìn-yen	Xian de Raoping
Lùi-chiu-sṳ	Leizhou
Sun-tshông-yen	Xian de Shunchang
Lò-ngièn-yen	Xian de Luoyuan
Phîn-nàm-yen	Xian de Pingnan (Fujian)
Phìn-thâm-yen	Xian de Pingtan
Nàm-ôn-sṳ	Nan'an
Àu-choi Fôn	Jabiru d'Afrique
Thia̍p-chhái-khî	District de Diecai
Ya̍k-sân-khî	District de Dieshan
Tín-sàng-khî	District de Dingcheng
Tín-fù-khî	District de Dinghu
Chhîn-sàng-khî	District de Qingcheng
Tûng-khî (Pan-kî-fâ-sṳ)	District est de Panzhihua
Tûng-hîn-sṳ	Dongxing
Tûng-ngièn-yen	Xian de Dongyuan
Kî-chhòng	Aéroport
Téu-mùn-khî	District de Doumen
Liu̍k-chhôn-yen	Xian de Luchuan
Tû-ôn Yâu-chhu̍k Chhṳ-chhṳ-yen	Xian autonome yao de Du'an
Tôn-chiu-khî	District de Duanzhou
Tsen-zi-wun	Classique des Mille Caractères
Ha̍p-phû-yen	Xian de Hepu
Yen	Xian (subdivision administrative)
Lò-kông-yen	Xian de Luojiang
Thèn-yen	Xian de Teng
Nàm-Liòng	Liang méridional
Fûng-sun-yen	Xian de Fengshun
Siong-sân-yen	Xian de Xiangshan
Ngiûn-chû-khî	District de Yinzhou (Ningbo)
Kông-pet-khî (Nèn-pô-sṳ)	District de Jiangbei (Ningbo)
Nèn-hói-yen (Chet-kông-sén)	Xian de Ninghai
Kông-kòn-khî	District de Jianggan
Ngò-mì-sân-sṳ	Emeishan
Siù-yí-khî	District de Xiuyu
Yún-tshûn-yen	Xian de Yongchun
Chàu-yòng-yen	Xian de Shaoyang
Sa̍k-kú-khî	District de Shigu
Tsiau-sàng-khî	District de Jiaocheng
Sien-yù-yen	Xian de Xianyou
Fên-sân-yen	Xian de Hengshan (Hunan)
Yèn-phìn-khî	District de Yanping
Sîn-lò-khî	District de Xinluo
Phú-sàng-yen	Xian de Pucheng (Fujian)
Sâm-ngièn-khî	District de Sanyuan
Ngièn-fung-khî	District de Yanfeng
Hâm-kông-khî	District de Hanjiang (Putian)
Fûng-tshe̍t-khî	District de Fengze
Lai-sàng-khî	District de Licheng (Putian)
Sông-hông-yen	Xian de Shanghang
Tshiùng-hâi-yen	Xian de Songxi
Fên-nàm-yen	Xian de Hengnan
Vú-phìn-yen	Xian de Wuping
Fên-tûng-yen	Xian de Hengdong
Nàm-tshìn-yen	Xian de Nanjing
Khî-tûng-yen	Xian de Qidong
Lù-siung-khî	District de Lusong
Kâ-vò-yen	Xian de Jiahe
Sû-sien-khî	District de Suxian
Thâu-ngièn-yen	Xian de Taoyuan (Hunan)
Liùng-fù-khî	District de Longhu
Sông-chhṳ̍t-yen	Xian de Sangzhi
Het-sân-khî	District de Heshan (Yiyang)
Kông-sàng-khî	District de Jiangcheng
Phûng-kông-khî	District de Pengjiang
Yòng-sî-yen	Xian de Yangxi
Hon-su-yen	Xian de Hanshou
Sa̍k-mùn-yen	Xian de Shimen
Lìm-lí-yen	Xian de Linli
Lìm-vú-yen	Xian de Linwu
Kui-yòng-yen	Xian de Guiyang
Yòng-tûng-yen	Xian de Yangdong
Hiông-chû-khî	District de Xiangzhou
Liùng-mâ-thâm-khî	District de Longmatan
Ngiùn-hói-khî	District de Yinhai
Vú-siên-yen	Xian de Wuxuan
Kóng-nàm-khî (Kui-kóng-sṳ)	District de Gangnan
Yùng-yen (Chhṳ-kung-sṳ)	Xian de Rong (Sichuan)
Meu-kóng-khî	District de Maogang
Kîm-phìn-khî	District de Jinping
Yùng-yen	Xian de Rong (Guangxi)
Lû-yen	Xian de Lu
Siong-sân-khî	District de Xiangshan (Guilin)
Chin-yòng-khî	District de Jingyang
Ket-sî-yen	Xian de Jiexi
Siù-fûng-khî	District de Xiufeng
Thièn-yòng-yen	Xian de Tianyang
Chhìn-sî-yen	Xian de Jingxi
Yún-fuk-yen	Xian de Yongfu
Thièn-tûng-yen	Xian de Tiandong
Kiûng-sàng Yâu-chhu̍k Chhṳ-chhṳ-yen	Xian autonome yao de Gongcheng
Kung-chiáng-khî	District de Gongjing
Mòi-kông-khî	District de Meijiang
