非洲	Afrique
分類:1745年出世	Catégorie:Naissance en 1745
分類:1746年出世	Catégorie:Naissance en 1746
分類:1747年出世	Catégorie:Naissance en 1747
分類:1748年出世	Catégorie:Naissance en 1748
分類:1749年出世	Catégorie:Naissance en 1749
分類:623年	Catégorie:623
分類:1750年出世	Catégorie:Naissance en 1750
分類:1751年出世	Catégorie:Naissance en 1751
分類:1752年出世	Catégorie:Naissance en 1752
分類:1753年出世	Catégorie:Naissance en 1753
分類:623年過世	Catégorie:Décès en 623
分類:1754年出世	Catégorie:Naissance en 1754
分類:1755年出世	Catégorie:Naissance en 1755
分類:1756年出世	Catégorie:Naissance en 1756
分類:1757年出世	Catégorie:Naissance en 1757
分類:1758年出世	Catégorie:Naissance en 1758
分類:1759年出世	Catégorie:Naissance en 1759
分類:1760年出世	Catégorie:Naissance en 1760
分類:1761年出世	Catégorie:Naissance en 1761
分類:1762年出世	Catégorie:Naissance en 1762
分類:625年	Catégorie:625
分類:1763年出世	Catégorie:Naissance en 1763
分類:1764年出世	Catégorie:Naissance en 1764
分類:1765年出世	Catégorie:Naissance en 1765
分類:1766年出世	Catégorie:Naissance en 1766
分類:1767年出世	Catégorie:Naissance en 1767
分類:1768年出世	Catégorie:Naissance en 1768
分類:625年過世	Catégorie:Décès en 625
分類:1769年出世	Catégorie:Naissance en 1769
分類:1770年出世	Catégorie:Naissance en 1770
分類:1771年出世	Catégorie:Naissance en 1771
分類:1772年出世	Catégorie:Naissance en 1772
分類:1773年出世	Catégorie:Naissance en 1773
分類:1774年出世	Catégorie:Naissance en 1774
分類:1775年出世	Catégorie:Naissance en 1775
分類:1776年出世	Catégorie:Naissance en 1776
分類:1777年出世	Catégorie:Naissance en 1777
分類:1778年出世	Catégorie:Naissance en 1778
分類:1779年出世	Catégorie:Naissance en 1779
分類:628年	Catégorie:628
分類:1780年出世	Catégorie:Naissance en 1780
分類:1781年出世	Catégorie:Naissance en 1781
分類:1782年出世	Catégorie:Naissance en 1782
分類:1783年出世	Catégorie:Naissance en 1783
分類:1784年出世	Catégorie:Naissance en 1784
分類:628年過世	Catégorie:Décès en 628
分類:1785年出世	Catégorie:Naissance en 1785
分類:1786年出世	Catégorie:Naissance en 1786
分類:1787年出世	Catégorie:Naissance en 1787
分類:1788年出世	Catégorie:Naissance en 1788
分類:1789年出世	Catégorie:Naissance en 1789
分類:1790年出世	Catégorie:Naissance en 1790
分類:1791年出世	Catégorie:Naissance en 1791
分類:1792年出世	Catégorie:Naissance en 1792
分類:630年	Catégorie:630
分類:1794年出世	Catégorie:Naissance en 1794
分類:1795年出世	Catégorie:Naissance en 1795
分類:1796年出世	Catégorie:Naissance en 1796
分類:1797年出世	Catégorie:Naissance en 1797
分類:1798年出世	Catégorie:Naissance en 1798
分類:1799年出世	Catégorie:Naissance en 1799
分類:630年過世	Catégorie:Décès en 630
分類:1800年出世	Catégorie:Naissance en 1800
分類:1801年出世	Catégorie:Naissance en 1801
分類:1803年出世	Catégorie:Naissance en 1803
分類:1804年出世	Catégorie:Naissance en 1804
分類:1805年出世	Catégorie:Naissance en 1805
分類:632年	Catégorie:632
分類:1806年出世	Catégorie:Naissance en 1806
分類:1807年出世	Catégorie:Naissance en 1807
分類:1808年出世	Catégorie:Naissance en 1808
分類:1809年出世	Catégorie:Naissance en 1809
分類:1810年出世	Catégorie:Naissance en 1810
分類:1813年出世	Catégorie:Naissance en 1813
分類:1814年出世	Catégorie:Naissance en 1814
分類:1815年出世	Catégorie:Naissance en 1815
分類:1816年出世	Catégorie:Naissance en 1816
分類:1818年出世	Catégorie:Naissance en 1818
分類:1819年出世	Catégorie:Naissance en 1819
分類:634年	Catégorie:634
分類:1820年出世	Catégorie:Naissance en 1820
分類:1821年出世	Catégorie:Naissance en 1821
分類:1822年出世	Catégorie:Naissance en 1822
分類:1824年出世	Catégorie:Naissance en 1824
分類:1825年出世	Catégorie:Naissance en 1825
分類:1826年出世	Catégorie:Naissance en 1826
分類:635年	Catégorie:635
分類:1827年出世	Catégorie:Naissance en 1827
分類:1828年出世	Catégorie:Naissance en 1828
分類:1830年出世	Catégorie:Naissance en 1830
分類:1831年出世	Catégorie:Naissance en 1831
分類:1832年出世	Catégorie:Naissance en 1832
分類:635年過世	Catégorie:Décès en 635
分類:1833年出世	Catégorie:Naissance en 1833
分類:1835年出世	Catégorie:Naissance en 1835
分類:1836年出世	Catégorie:Naissance en 1836
分類:1839年出世	Catégorie:Naissance en 1839
分類:1840年出世	Catégorie:Naissance en 1840
分類:636年過世	Catégorie:Décès en 636
分類:1841年出世	Catégorie:Naissance en 1841
分類:1842年出世	Catégorie:Naissance en 1842
分類:1843年出世	Catégorie:Naissance en 1843
分類:1844年出世	Catégorie:Naissance en 1844
分類:1845年出世	Catégorie:Naissance en 1845
分類:1846年出世	Catégorie:Naissance en 1846
分類:1847年出世	Catégorie:Naissance en 1847
分類:1848年出世	Catégorie:Naissance en 1848
分類:1849年出世	Catégorie:Naissance en 1849
分類:638年	Catégorie:638
分類:1850年出世	Catégorie:Naissance en 1850
分類:1851年出世	Catégorie:Naissance en 1851
分類:1852年出世	Catégorie:Naissance en 1852
分類:1853年出世	Catégorie:Naissance en 1853
分類:1854年出世	Catégorie:Naissance en 1854
分類:638年過世	Catégorie:Décès en 638
分類:1855年出世	Catégorie:Naissance en 1855
分類:1857年出世	Catégorie:Naissance en 1857
分類:1858年出世	Catégorie:Naissance en 1858
分類:1859年出世	Catégorie:Naissance en 1859
分類:1860年出世	Catégorie:Naissance en 1860
分類:1861年出世	Catégorie:Naissance en 1861
分類:1864年出世	Catégorie:Naissance en 1864
分類:1865年出世	Catégorie:Naissance en 1865
分類:640年	Catégorie:640
分類:1866年出世	Catégorie:Naissance en 1866
分類:1869年出世	Catégorie:Naissance en 1869
分類:1870年出世	Catégorie:Naissance en 1870
分類:1872年出世	Catégorie:Naissance en 1872
分類:1873年出世	Catégorie:Naissance en 1873
分類:1874年出世	Catégorie:Naissance en 1874
分類:1876年出世	Catégorie:Naissance en 1876
分類:1877年出世	Catégorie:Naissance en 1877
分類:1878年出世	Catégorie:Naissance en 1878
分類:1880年出世	Catégorie:Naissance en 1880
分類:1882年出世	Catégorie:Naissance en 1882
分類:1883年出世	Catégorie:Naissance en 1883
分類:1884年出世	Catégorie:Naissance en 1884
分類:1885年出世	Catégorie:Naissance en 1885
分類:1886年出世	Catégorie:Naissance en 1886
分類:1887年出世	Catégorie:Naissance en 1887
分類:1889年出世	Catégorie:Naissance en 1889
分類:1890年出世	Catégorie:Naissance en 1890
分類:1891年出世	Catégorie:Naissance en 1891
分類:1892年出世	Catégorie:Naissance en 1892
分類:646年	Catégorie:646
分類:1893年出世	Catégorie:Naissance en 1893
分類:1894年出世	Catégorie:Naissance en 1894
分類:1895年出世	Catégorie:Naissance en 1895
分類:1896年出世	Catégorie:Naissance en 1896
分類:646年過世	Catégorie:Décès en 646
分類:1897年出世	Catégorie:Naissance en 1897
分類:1900年出世	Catégorie:Naissance en 1900
分類:1901年出世	Catégorie:Naissance en 1901
分類:1902年出世	Catégorie:Naissance en 1902
分類:1904年出世	Catégorie:Naissance en 1904
分類:648年	Catégorie:648
分類:1905年出世	Catégorie:Naissance en 1905
分類:1907年出世	Catégorie:Naissance en 1907
分類:1908年出世	Catégorie:Naissance en 1908
分類:1909年出世	Catégorie:Naissance en 1909
分類:648年過世	Catégorie:Décès en 648
分類:1912年出世	Catégorie:Naissance en 1912
分類:1913年出世	Catégorie:Naissance en 1913
分類:1914年出世	Catégorie:Naissance en 1914
分類:1917年出世	Catégorie:Naissance en 1917
分類:1918年出世	Catégorie:Naissance en 1918
分類:650年	Catégorie:650
分類:1919年出世	Catégorie:Naissance en 1919
分類:1922年出世	Catégorie:Naissance en 1922
分類:1923年出世	Catégorie:Naissance en 1923
分類:650年過世	Catégorie:Décès en 650
分類:1927年出世	Catégorie:Naissance en 1927
分類:1928年出世	Catégorie:Naissance en 1928
分類:652年	Catégorie:652
分類:1942年出世	Catégorie:Naissance en 1942
分類:1943年出世	Catégorie:Naissance en 1943
分類:652年過世	Catégorie:Décès en 652
分類:1945年出世	Catégorie:Naissance en 1945
分類:1947年出世	Catégorie:Naissance en 1947
分類:1949年出世	Catégorie:Naissance en 1949
分類:1952年出世	Catégorie:Naissance en 1952
分類:1953年出世	Catégorie:Naissance en 1953
分類:654年	Catégorie:654
分類:1957年出世	Catégorie:Naissance en 1957
分類:1958年出世	Catégorie:Naissance en 1958
分類:1959年出世	Catégorie:Naissance en 1959
分類:654年過世	Catégorie:Décès en 654
分類:1961年出世	Catégorie:Naissance en 1961
分類:1962年出世	Catégorie:Naissance en 1962
分類:1966年出世	Catégorie:Naissance en 1966
分類:1967年出世	Catégorie:Naissance en 1967
分類:1968年出世	Catégorie:Naissance en 1968
分類:1969年出世	Catégorie:Naissance en 1969
分類:1971年出世	Catégorie:Naissance en 1971
分類:1972年出世	Catégorie:Naissance en 1972
分類:1973年出世	Catégorie:Naissance en 1973
分類:1975年出世	Catégorie:Naissance en 1975
分類:1976年出世	Catégorie:Naissance en 1976
分類:1978年出世	Catégorie:Naissance en 1978
分類:1979年出世	Catégorie:Naissance en 1979
分類:658年	Catégorie:658
分類:1980年出世	Catégorie:Naissance en 1980
分類:1981年出世	Catégorie:Naissance en 1981
分類:1982年出世	Catégorie:Naissance en 1982
分類:658年過世	Catégorie:Décès en 658
分類:1985年出世	Catégorie:Naissance en 1985
分類:1986年出世	Catégorie:Naissance en 1986
分類:1987年出世	Catégorie:Naissance en 1987
分類:1988年出世	Catégorie:Naissance en 1988
分類:1989年出世	Catégorie:Naissance en 1989
分類:1991年出世	Catégorie:Naissance en 1991
分類:1993年出世	Catégorie:Naissance en 1993
分類:1994年出世	Catégorie:Naissance en 1994
分類:1995年出世	Catégorie:Naissance en 1995
分類:660年過世	Catégorie:Décès en 660
分類:1996年出世	Catégorie:Naissance en 1996
分類:1997年出世	Catégorie:Naissance en 1997
分類:1999年出世	Catégorie:Naissance en 1999
分類:2000年出世	Catégorie:Naissance en 2000
分類:2001年出世	Catégorie:Naissance en 2001
分類:2002年出世	Catégorie:Naissance en 2002
分類:2004年出世	Catégorie:Naissance en 2004
分類:661年過世	Catégorie:Décès en 661
分類:2005年出世	Catégorie:Naissance en 2005
分類:2006年出世	Catégorie:Naissance en 2006
分類:2008年出世	Catégorie:Naissance en 2008
分類:2009年出世	Catégorie:Naissance en 2009
分類:2011年出世	Catégorie:Naissance en 2011
分類:2012年出世	Catégorie:Naissance en 2012
分類:663年	Catégorie:663
分類:663年過世	Catégorie:Décès en 663
分類:665年	Catégorie:665
分類:665年過世	Catégorie:Décès en 665
分類:667年	Catégorie:667
分類:667年過世	Catégorie:Décès en 667
分類:669年	Catégorie:669
分類:671年	Catégorie:671
分類:671年過世	Catégorie:Décès en 671
分類:675年過世	Catégorie:Décès en 675
分類:677年	Catégorie:677
分類:677年過世	Catégorie:Décès en 677
分類:680年	Catégorie:680
分類:681年過世	Catégorie:Décès en 681
分類:683年過世	Catégorie:Décès en 683
分類:685年過世	Catégorie:Décès en 685
分類:687年	Catégorie:687
分類:687年過世	Catégorie:Décès en 687
分類:689年	Catégorie:689
分類:689年過世	Catégorie:Décès en 689
分類:691年過世	Catégorie:Décès en 691
分類:694年	Catégorie:694
分類:694年過世	Catégorie:Décès en 694
分類:696年	Catégorie:696
分類:1729年	Catégorie:1729
分類:696年過世	Catégorie:Décès en 696
分類:1689年	Catégorie:1689
分類:698年	Catégorie:698
分類:1715年	Catégorie:1715
分類:700年	Catégorie:700
分類:1797年	Catégorie:1797
分類:700年過世	Catégorie:Décès en 700
分類:1787年	Catégorie:1787
分類:1780年	Catégorie:1780
分類:702年	Catégorie:702
分類:1062年	Catégorie:1062
分類:704年	Catégorie:704
分類:1539年	Catégorie:1539
分類:705年	Catégorie:705
分類:1415年	Catégorie:1415
分類:1647年	Catégorie:1647
分類:1584年	Catégorie:1584
分類:707年過世	Catégorie:Décès en 707
分類:1321年	Catégorie:1321
分類:710年	Catégorie:710
分類:710年過世	Catégorie:Décès en 710
分類:1590年	Catégorie:1590
分類:712年	Catégorie:712
分類:1671年	Catégorie:1671
分類:1644年	Catégorie:1644
分類:712年過世	Catégorie:Décès en 712
分類:1272年	Catégorie:1272
分類:1432年	Catégorie:1432
分類:1274年	Catégorie:1274
分類:714年	Catégorie:714
分類:1676年	Catégorie:1676
分類:1059年	Catégorie:1059
分類:714年過世	Catégorie:Décès en 714
分類:716年	Catégorie:716
分類:1349年	Catégorie:1349
分類:1352年	Catégorie:1352
分類:716年過世	Catégorie:Décès en 716
分類:718年	Catégorie:718
分類:718年過世	Catégorie:Décès en 718
分類:720年	Catégorie:720
分類:722年	Catégorie:722
分類:722年過世	Catégorie:Décès en 722
分類:724年	Catégorie:724
分類:725年	Catégorie:725
分類:725年過世	Catégorie:Décès en 725
分類:729年	Catégorie:729
分類:729年過世	Catégorie:Décès en 729
分類:731年	Catégorie:731
分類:732年	Catégorie:732
分類:734年	Catégorie:734
分類:734年過世	Catégorie:Décès en 734
分類:736年	Catégorie:736
分類:736年過世	Catégorie:Décès en 736
分類:737年過世	Catégorie:Décès en 737
分類:740年	Catégorie:740
分類:740年過世	Catégorie:Décès en 740
分類:742年	Catégorie:742
分類:742年過世	Catégorie:Décès en 742
分類:743年過世	Catégorie:Décès en 743
分類:745年	Catégorie:745
分類:745年過世	Catégorie:Décès en 745
分類:747年	Catégorie:747
分類:747年過世	Catégorie:Décès en 747
分類:748年過世	Catégorie:Décès en 748
分類:750年	Catégorie:750
分類:751年	Catégorie:751
分類:751年過世	Catégorie:Décès en 751
分類:753年	Catégorie:753
分類:753年過世	Catégorie:Décès en 753
分類:755年	Catégorie:755
分類:755年過世	Catégorie:Décès en 755
分類:757年	Catégorie:757
分類:757年過世	Catégorie:Décès en 757
分類:759年	Catégorie:759
分類:759年過世	Catégorie:Décès en 759
分類:761年	Catégorie:761
分類:762年過世	Catégorie:Décès en 762
分類:764年	Catégorie:764
分類:766年	Catégorie:766
分類:766年過世	Catégorie:Décès en 766
分類:768年過世	Catégorie:Décès en 768
分類:770年	Catégorie:770
分類:771年	Catégorie:771
分類:771年過世	Catégorie:Décès en 771
分類:773年	Catégorie:773
分類:773年過世	Catégorie:Décès en 773
分類:775年	Catégorie:775
分類:775年過世	Catégorie:Décès en 775
分類:777年	Catégorie:777
分類:778年	Catégorie:778
分類:778年過世	Catégorie:Décès en 778
分類:780年	Catégorie:780
分類:780年過世	Catégorie:Décès en 780
分類:782年	Catégorie:782
分類:782年過世	Catégorie:Décès en 782
分類:784年	Catégorie:784
分類:785年	Catégorie:785
分類:786年	Catégorie:786
分類:786年過世	Catégorie:Décès en 786
分類:788年	Catégorie:788
分類:789年過世	Catégorie:Décès en 789
分類:792年	Catégorie:792
分類:792年過世	Catégorie:Décès en 792
分類:793年過世	Catégorie:Décès en 793
分類:795年	Catégorie:795
分類:795年過世	Catégorie:Décès en 795
分類:797年過世	Catégorie:Décès en 797
分類:798年過世	Catégorie:Décès en 798
分類:800年	Catégorie:800
分類:800年過世	Catégorie:Décès en 800
分類:801年過世	Catégorie:Décès en 801
分類:802年過世	Catégorie:Décès en 802
分類:804年	Catégorie:804
分類:804年過世	Catégorie:Décès en 804
分類:805年過世	Catégorie:Décès en 805
分類:806年過世	Catégorie:Décès en 806
分類:808年	Catégorie:808
分類:808年過世	Catégorie:Décès en 808
分類:810年	Catégorie:810
分類:810年過世	Catégorie:Décès en 810
分類:812年	Catégorie:812
分類:812年過世	Catégorie:Décès en 812
分類:814年	Catégorie:814
分類:814年過世	Catégorie:Décès en 814
分類:818年	Catégorie:818
分類:818年過世	Catégorie:Décès en 818
分類:819年過世	Catégorie:Décès en 819
分類:820年過世	Catégorie:Décès en 820
分類:822年	Catégorie:822
分類:822年過世	Catégorie:Décès en 822
分類:824年	Catégorie:824
分類:824年過世	Catégorie:Décès en 824
分類:825年過世	Catégorie:Décès en 825
分類:827年	Catégorie:827
分類:827年過世	Catégorie:Décès en 827
分類:829年	Catégorie:829
分類:829年過世	Catégorie:Décès en 829
分類:830年過世	Catégorie:Décès en 830
分類:832年	Catégorie:832
分類:832年過世	Catégorie:Décès en 832
分類:833年過世	Catégorie:Décès en 833
分類:835年	Catégorie:835
分類:835年過世	Catégorie:Décès en 835
分類:837年	Catégorie:837
分類:837年過世	Catégorie:Décès en 837
分類:839年	Catégorie:839
分類:841年	Catégorie:841
分類:841年過世	Catégorie:Décès en 841
分類:843年	Catégorie:843
分類:843年過世	Catégorie:Décès en 843
分類:845年	Catégorie:845
分類:845年過世	Catégorie:Décès en 845
分類:847年	Catégorie:847
分類:847年過世	Catégorie:Décès en 847
分類:848年出世	Catégorie:Naissance en 848
分類:849年	Catégorie:849
分類:849年過世	Catégorie:Décès en 849
分類:850年過世	Catégorie:Décès en 850
分類:852年	Catégorie:852
分類:852年過世	Catégorie:Décès en 852
分類:853年過世	Catégorie:Décès en 853
分類:855年	Catégorie:855
分類:855年過世	Catégorie:Décès en 855
分類:858年	Catégorie:858
分類:858年過世	Catégorie:Décès en 858
分類:860年	Catégorie:860
分類:860年過世	Catégorie:Décès en 860
分類:862年過世	Catégorie:Décès en 862
分類:864年過世	Catégorie:Décès en 864
分類:866年	Catégorie:866
分類:866年過世	Catégorie:Décès en 866
分類:867年過世	Catégorie:Décès en 867
分類:868年過世	Catégorie:Décès en 868
分類:869年過世	Catégorie:Décès en 869
分類:871年	Catégorie:871
分類:873年	Catégorie:873
分類:873年過世	Catégorie:Décès en 873
分類:875年	Catégorie:875
分類:875年過世	Catégorie:Décès en 875
分類:877年	Catégorie:877
分類:877年過世	Catégorie:Décès en 877
分類:878年過世	Catégorie:Décès en 878
分類:879年過世	Catégorie:Décès en 879
分類:882年	Catégorie:882
分類:882年過世	Catégorie:Décès en 882
分類:1310年代	Catégorie:Années 1310
分類:884年	Catégorie:884
分類:884年過世	Catégorie:Décès en 884
分類:886年	Catégorie:886
分類:886年過世	Catégorie:Décès en 886
分類:888年	Catégorie:888
分類:888年過世	Catégorie:Décès en 888
分類:891年	Catégorie:891
分類:1290年代	Catégorie:Années 1290
分類:892年	Catégorie:892
分類:1520年代	Catégorie:Années 1520
分類:1540年代	Catégorie:Années 1540
分類:894年	Catégorie:894
分類:894年過世	Catégorie:Décès en 894
分類:896年	Catégorie:896
分類:1560年代	Catégorie:Années 1560
分類:896年過世	Catégorie:Décès en 896
分類:901年	Catégorie:901
分類:1820年代	Catégorie:Années 1820
分類:902年	Catégorie:902
分類:1670年代	Catégorie:Années 1670
分類:1770年代	Catégorie:Années 1770
分類:1760年代	Catégorie:Années 1760
分類:904年過世	Catégorie:Décès en 904
分類:1710年代	Catégorie:Années 1710
分類:1650年代	Catégorie:Années 1650
分類:1610年代	Catégorie:Années 1610
分類:1630年代	Catégorie:Années 1630
分類:907年	Catégorie:907
分類:1810年代	Catégorie:Années 1810
分類:1530年代	Catégorie:Années 1530
分類:910年	Catégorie:910
分類:1410年代	Catégorie:Années 1410
分類:911年	Catégorie:911
分類:1340年代	Catégorie:Années 1340
分類:912年	Catégorie:912
分類:1490年代	Catégorie:Années 1490
分類:1480年代	Catégorie:Années 1480
分類:915年過世	Catégorie:Décès en 915
分類:1640年代	Catégorie:Années 1640
分類:917年過世	Catégorie:Décès en 917
分類:3世紀	Catégorie:IIIe siècle
分類:1850年代	Catégorie:Années 1850
分類:921年	Catégorie:921
分類:922年	Catégorie:922
分類:922年過世	Catégorie:Décès en 922
分類:923年過世	Catégorie:Décès en 923
分類:11世紀	Catégorie:XIe siècle
分類:1200年代	Catégorie:Années 1200
分類:17世紀	Catégorie:XVIIe siècle
分類:1880年代	Catégorie:Années 1880
分類:927年	Catégorie:927
分類:1720年代	Catégorie:Années 1720
分類:1750年代	Catégorie:Années 1750
分類:928年	Catégorie:928
分類:1870年代	Catégorie:Années 1870
分類:929年	Catégorie:929
分類:1780年代	Catégorie:Années 1780
分類:931年過世	Catégorie:Décès en 931
分類:933年	Catégorie:933
分類:1860年代	Catégorie:Années 1860
分類:1790年代	Catégorie:Années 1790
分類:1730年代	Catégorie:Années 1730
分類:936年	Catégorie:936
分類:936年過世	Catégorie:Décès en 936
分類:939年	Catégorie:939
分類:939年過世	Catégorie:Décès en 939
分類:941年	Catégorie:941
分類:942年	Catégorie:942
分類:943年過世	Catégorie:Décès en 943
分類:945年過世	Catégorie:Décès en 945
分類:948年	Catégorie:948
分類:950年	Catégorie:950
分類:951年	Catégorie:951
分類:951年過世	Catégorie:Décès en 951
分類:952年過世	Catégorie:Décès en 952
分類:953年過世	Catégorie:Décès en 953
分類:954年過世	Catégorie:Décès en 954
分類:1210年代	Catégorie:Années 1210
分類:955年過世	Catégorie:Décès en 955
模板:夾板	Modèle:Cartella
分類:1270年代	Catégorie:Années 1270
分類:961年過世	Catégorie:Décès en 961
分類:962年過世	Catégorie:Décès en 962
分類:1280年代	Catégorie:Années 1280
分類:1240年代	Catégorie:Années 1240
分類:964年過世	Catégorie:Décès en 964
分類:1350年代	Catégorie:Années 1350
分類:965年過世	Catégorie:Décès en 965
分類:1440年代	Catégorie:Années 1440
分類:970年過世	Catégorie:Décès en 970
分類:971年過世	Catégorie:Décès en 971
分類:975年	Catégorie:975
分類:975年過世	Catégorie:Décès en 975
分類:979年	Catégorie:979
分類:981年過世	Catégorie:Décès en 981
分類:982年過世	Catégorie:Décès en 982
分類:983年過世	Catégorie:Décès en 983
分類:1250年代	Catégorie:Années 1250
分類:1800年代	Catégorie:Années 1800
分類:984年過世	Catégorie:Décès en 984
分類:985年過世	Catégorie:Décès en 985
分類:986年過世	Catégorie:Décès en 986
分類:988年	Catégorie:988
分類:990年	Catégorie:990
分類:991年	Catégorie:991
分類:993年	Catégorie:993
分類:994年	Catégorie:994
分類:995年	Catégorie:995
分類:996年過世	Catégorie:Décès en 996
分類:1450年代	Catégorie:Années 1450
分類:1570年代	Catégorie:Années 1570
分類:1460年代	Catégorie:Années 1460
分類:1470年代	Catégorie:Années 1470
分類:999年	Catégorie:999
分類:1580年代	Catégorie:Années 1580
分類:1330年代	Catégorie:Années 1330
分類:1420年代	Catégorie:Années 1420
分類:1002年過世	Catégorie:Décès en 1002
分類:1700年代	Catégorie:Années 1700
分類:1003年過世	Catégorie:Décès en 1003
分類:1500年代	Catégorie:Années 1500
分類:10世紀	Catégorie:Xe siècle
分類:1400年代	Catégorie:Années 1400
分類:1004年過世	Catégorie:Décès en 1004
分類:1220年代	Catégorie:Années 1220
分類:1230年代	Catégorie:Années 1230
分類:7世紀	Catégorie:VIIe siècle
分類:1005年過世	Catégorie:Décès en 1005
分類:1006年過世	Catégorie:Décès en 1006
分類:1007年過世	Catégorie:Décès en 1007
分類:1008年過世	Catégorie:Décès en 1008
分類:1009年過世	Catégorie:Décès en 1009
分類:1010年過世	Catégorie:Décès en 1010
分類:1011年過世	Catégorie:Décès en 1011
分類:1013年過世	Catégorie:Décès en 1013
分類:1019年過世	Catégorie:Décès en 1019
分類:1020年過世	Catégorie:Décès en 1020
分類:1022年過世	Catégorie:Décès en 1022
分類:1360年代	Catégorie:Années 1360
分類:1023年過世	Catégorie:Décès en 1023
分類:1260年代	Catégorie:Années 1260
分類:1028年過世	Catégorie:Décès en 1028
分類:1029年過世	Catégorie:Décès en 1029
分類:1030年過世	Catégorie:Décès en 1030
分類:1033年	Catégorie:1033
分類:1034年	Catégorie:1034
分類:1035年過世	Catégorie:Décès en 1035
分類:1037年	Catégorie:1037
分類:1039年過世	Catégorie:Décès en 1039
分類:1300年代	Catégorie:Années 1300
分類:1043年過世	Catégorie:Décès en 1043
分類:1044年過世	Catégorie:Décès en 1044
分類:1046年	Catégorie:1046
分類:1046年過世	Catégorie:Décès en 1046
分類:1049年	Catégorie:1049
分類:1049年過世	Catégorie:Décès en 1049
分類:1051年	Catégorie:1051
分類:1052年	Catégorie:1052
分類:1052年過世	Catégorie:Décès en 1052
分類:1056年過世	Catégorie:Décès en 1056
分類:1058年	Catégorie:1058
分類:1061年	Catégorie:1061
分類:1068年	Catégorie:1068
分類:1069年過世	Catégorie:Décès en 1069
分類:1070年過世	Catégorie:Décès en 1070
分類:1077年過世	Catégorie:Décès en 1077
分類:1080年	Catégorie:1080
分類:1083年過世	Catégorie:Décès en 1083
分類:1086年	Catégorie:1086
分類:1088年	Catégorie:1088
分類:1089年	Catégorie:1089
分類:1092年	Catégorie:1092
分類:1093年過世	Catégorie:Décès en 1093
分類:1094年過世	Catégorie:Décès en 1094
分類:1098年	Catégorie:1098
分類:1099年過世	Catégorie:Décès en 1099
分類:1101年	Catégorie:1101
分類:1102年	Catégorie:1102
分類:1108年	Catégorie:1108
分類:1110年	Catégorie:1110
分類:1113年	Catégorie:1113
分類:1114年	Catégorie:1114
分類:1118年	Catégorie:1118
分類:1118年過世	Catégorie:Décès en 1118
分類:1121年	Catégorie:1121
分類:1122年	Catégorie:1122
分類:1123年	Catégorie:1123
分類:1123年過世	Catégorie:Décès en 1123
分類:1130年	Catégorie:1130
分類:1131年	Catégorie:1131
分類:1131年過世	Catégorie:Décès en 1131
分類:1134年	Catégorie:1134
分類:1135年	Catégorie:1135
分類:1137年	Catégorie:1137
分類:1140年	Catégorie:1140
分類:1142年	Catégorie:1142
分類:1143年過世	Catégorie:Décès en 1143
分類:1146年	Catégorie:1146
分類:1149年	Catégorie:1149
分類:1150年過世	Catégorie:Décès en 1150
分類:1153年	Catégorie:1153
分類:1158年	Catégorie:1158
分類:1158年過世	Catégorie:Décès en 1158
分類:1160年	Catégorie:1160
分類:1164年過世	Catégorie:Décès en 1164
分類:1167年	Catégorie:1167
分類:1168年過世	Catégorie:Décès en 1168
分類:1169年過世	Catégorie:Décès en 1169
分類:1171年	Catégorie:1171
分類:1171年過世	Catégorie:Décès en 1171
分類:人	Catégorie:Humain
分類:1174年	Catégorie:1174
分類:1174年過世	Catégorie:Décès en 1174
分類:1175年過世	Catégorie:Décès en 1175
分類:1178年	Catégorie:1178
分類:1179年過世	Catégorie:Décès en 1179
分類:1180年過世	Catégorie:Décès en 1180
分類:1182年	Catégorie:1182
分類:1182年過世	Catégorie:Décès en 1182
分類:1183年過世	Catégorie:Décès en 1183
分類:1185年	Catégorie:1185
分類:1187年	Catégorie:1187
分類:1187年過世	Catégorie:Décès en 1187
分類:1189年	Catégorie:1189
分類:1190年	Catégorie:1190
分類:1190年過世	Catégorie:Décès en 1190
分類:1191年過世	Catégorie:Décès en 1191
分類:1194年過世	Catégorie:Décès en 1194
分類:1196年	Catégorie:1196
分類:1196年過世	Catégorie:Décès en 1196
分類:1199年	Catégorie:1199
分類:1199年過世	Catégorie:Décès en 1199
分類:1202年	Catégorie:1202
分類:1202年過世	Catégorie:Décès en 1202
分類:1204年	Catégorie:1204
分類:1207年過世	Catégorie:Décès en 1207
分類:1209年	Catégorie:1209
分類:1210年	Catégorie:1210
分類:1211年過世	Catégorie:Décès en 1211
分類:1214年	Catégorie:1214
分類:1216年	Catégorie:1216
分類:1217年過世	Catégorie:Décès en 1217
分類:1219年	Catégorie:1219
分類:1219年過世	Catégorie:Décès en 1219
分類:1221年	Catégorie:1221
分類:1223年	Catégorie:1223
分類:1223年過世	Catégorie:Décès en 1223
分類:1224年過世	Catégorie:Décès en 1224
分類:1225年過世	Catégorie:Décès en 1225
分類:1228年過世	Catégorie:Décès en 1228
分類:1230年	Catégorie:1230
分類:1232年過世	Catégorie:Décès en 1232
分類:1239年	Catégorie:1239
分類:1239年過世	Catégorie:Décès en 1239
分類:1240年過世	Catégorie:Décès en 1240
分類:1243年	Catégorie:1243
分類:1246年	Catégorie:1246
分類:1247年過世	Catégorie:Décès en 1247
分類:1249年過世	Catégorie:Décès en 1249
