非洲	Afrique
模板:Documentation/docname	Modèle:Documentation/docname
模板:Audio	Modèle:Prononciation
模板:Flatlist	Modèle:Liste éléments
模板:PHL	Modèle:Philippines
模板:ROU	Modèle:Roumanie
模板:BHR	Modèle:Bahreïn
分类:欧洲国家足球队	Catégorie:Équipe nationale de football affiliée à l'UEFA
模板:TUR	Modèle:Turquie
模板:Expand section	Modèle:Section vide ou incomplète
模板:清理	Modèle:À recycler
模板:DJI	Modèle:Djibouti
模板:Infobox university	Modèle:Infobox Université
模板:BRN	Modèle:Brunei
模板:S-after	Modèle:S-aft
分类:巴黎	Catégorie:Paris
分类:User en-4	Catégorie:Utilisateur en-4
分类:User en	Catégorie:Utilisateur en
分类:User zh	Catégorie:Utilisateur zh
分类:User zh-N	Catégorie:Utilisateur zh-M
分类:User en-2	Catégorie:Utilisateur en-2
模板:Right TOC	Modèle:Sommaire à droite
模板:User zh	Modèle:Utilisateur zh
模板:Template other	Modèle:Template other
模板:Legend	Modèle:Légende
模板:Cite web	Modèle:Lien web
模板:Youtube	Modèle:YouTube
模板:Current	Modèle:Événement en cours
分类:軍事裝備	Catégorie:Équipement militaire
模板:Infobox WS	Modèle:Infobox Système d'écriture
模板:IMDb title	Modèle:Imdb titre
模板:国际足球	Modèle:Palette Football masculin international
模板:User ru-4	Modèle:Utilisateur ru-4
分类:饮食	Catégorie:Alimentation
模板:Coor URL	Modèle:Coord/URL
模板:Wiktionary	Modèle:Wiktionnaire
薄拉特	Borat
模板:Multi-listen start	Modèle:Multi-son début
模板:Languageicon	Modèle:Indication de langue
分类:英国个博物馆	Catégorie:Musée au Royaume-Uni
模板:大韩民国行政区划	Modèle:Palette Provinces de Corée du Sud
模板:User ru	Modèle:Utilisateur ru
分类:20世紀	Catégorie:XXe siècle
模板:IPA	Modèle:Prononciation API
分类:美洲	Catégorie:Amérique
模板:Otheruses	Modèle:Voir homonymes
分类:各国个人	Catégorie:Personnalité par nationalité
模板:User language-N	Modèle:Babel field M
模板:Rellink	Modèle:Rellink
模板:MONTHNAME	Modèle:MONTHNAME
Wikipedia:GNU自由文档许可证文本	Wikipédia:Licence de documentation libre GNU
模板:CPV	Modèle:Cap-Vert
模板:Death date and age	Modèle:Date de décès
模板:Infobox Model	Modèle:Infobox Mannequin
模板:MONTHNUMBER	Modèle:MONTHNUMBER
分类:人物小作品	Catégorie:Wikipédia:ébauche personne
模板:Top icon	Modèle:Icône de titre
模板:)	Modèle:)
分类:作家	Catégorie:Écrivain
分类:軍事	Catégorie:Armée
分类:大学	Catégorie:Université
模板:Hidden begin	Modèle:Boîte déroulante/début
模板:Talkback	Modèle:Réponse
模板:MYS	Modèle:Malaisie
模板:TJK	Modèle:Tadjikistan
模板:Infobox Website	Modèle:Infobox Site web
模板:Image label end	Modèle:Image label fin
模板:Documentation subpage	Modèle:Sous-page de documentation
模板:Ref label	Modèle:Ref label
模板:GHA	Modèle:Ghana
模板:GMB	Modèle:Gambie
模板:Uncategorized	Modèle:À catégoriser
模板:IDN	Modèle:Indonésie
模板:FRO	Modèle:Îles Féroé
模板:ZAF	Modèle:Afrique du Sud
模板:POL	Modèle:Pologne
模板:Oldid	Modèle:Permalien
模板:URY	Modèle:Uruguay
模板:CUB	Modèle:Cuba
模板:CMR	Modèle:Cameroun
模板:BIH	Modèle:Bosnie-Herzégovine
模板:FIN	Modèle:Finlande
模板:Tlx	Modèle:Lien vers modèle avec paramètres
模板:CAN	Modèle:Canada
模板:Purge	Modèle:Purger le cache
模板:DNK	Modèle:Danemark
模板:Dead link	Modèle:Lien brisé
分类:跨性别	Catégorie:Transgenre
模板:Provinces of China	Modèle:Palette Subdivisions de la Chine
模板:SAU	Modèle:Arabie saoudite
模板:Userpage	Modèle:Page personnelle
模板:DEU	Modèle:Allemagne
模板:BEN	Modèle:Bénin
模板:SWE	Modèle:Suède
模板:Note label	Modèle:Note label
分类:中国个建筑	Catégorie:Architecture en Chine
模板:User	Modèle:U
模板:YEM	Modèle:Yémen
模板:Spoken Wikipedia	Modèle:Article audio
模板:Lorem ipsum	Modèle:Lorem ipsum
模板:User language-4	Modèle:Babel field 4
分类:中学	Catégorie:École secondaire
模板:YearTOC	Modèle:Années
分类:越南机场	Catégorie:Aéroport au Viêt Nam
模板:Note	Modèle:Refa
分类:公司	Catégorie:Entreprise
模板:Footballbox	Modèle:Feuille de match
模板:Renameuser	Modèle:Renommer mon compte
模板:Image label small	Modèle:Image label small
模板:Portail Châteaux de France	Modèle:Portail châteaux de France
模板:Iaaf name	Modèle:IAAF name
模板:User language-0	Modèle:Babel field 0
模板:瑞士城市	Modèle:Infobox Commune de Suisse
模板:Japanese	Modèle:Japonais
模板:User fr-3	Modèle:Utilisateur fr-3
模板:UEFA	Modèle:Palette Championnat d'Europe de football
模板:Vn	Modèle:Lang:non
模板:Infobox Military Unit	Modèle:Infobox Unité militaire
模板:IMDb name	Modèle:Imdb nom
模板:Ar icon	Modèle:Ar
模板:ABW	Modèle:Aruba
分类:突尼斯	Catégorie:Tunisie
模板:Th	Modèle:Th
模板:S-title	Modèle:S-ttl
分类:泰国个寺庙	Catégorie:Temple bouddhiste en Thaïlande
模板:JPN	Modèle:Japon
分类:韩国电视	Catégorie:Télévision sud-coréenne
模板:PAN	Modèle:Panama
模板:SOM	Modèle:Somalie
模板:SWZ	Modèle:Swaziland
模板:Infobox Spacecraft	Modèle:Infobox Engin spatial
模板:PAK	Modèle:Pakistan
模板:User nds-1	Modèle:Utilisateur nds-1
模板:S-before	Modèle:S-bef
分类:日本行政区划	Catégorie:Subdivision du Japon
模板:ISL	Modèle:Islande
模板:Oppose	Modèle:Contre
模板:COL	Modèle:Colombie
模板:CCK	Modèle:Îles Cocos
模板:ERI	Modèle:Érythrée
模板:GAB	Modèle:Gabon
模板:IRN	Modèle:Iran
模板:MLI	Modèle:Mali
模板:JOR	Modèle:Jordanie
模板:NPL	Modèle:Népal
模板:NAM	Modèle:Namibie
模板:CAF	Modèle:République centrafricaine
模板:MKD	Modèle:République de Macédoine
模板:LKA	Modèle:Sri Lanka
模板:MWI	Modèle:Malawi
模板:KAZ	Modèle:Kazakhstan
模板:OMN	Modèle:Oman
模板:PER	Modèle:Pérou
模板:MOZ	Modèle:Mozambique
模板:SUR	Modèle:Suriname
模板:TRI	Modèle:Trinité-et-Tobago
模板:GUY	Modèle:Guyana
模板:ETH	Modèle:Éthiopie
模板:HKG	Modèle:Hong Kong
模板:NGA	Modèle:Nigeria
模板:PRK	Modèle:Corée du Nord
模板:NIC	Modèle:Nicaragua
模板:LBR	Modèle:Liberia
模板:TKM	Modèle:Turkménistan
模板:THA	Modèle:Thaïlande
模板:BFA	Modèle:Burkina Faso
模板:TCD	Modèle:Tchad
模板:PRY	Modèle:Paraguay
模板:ECU	Modèle:Équateur
模板:BTN	Modèle:Bhoutan
模板:MDV	Modèle:Maldives
模板:SLE	Modèle:Sierra Leone
模板:LTU	Modèle:Lituanie
模板:SGP	Modèle:Singapour
模板:IND	Modèle:Inde
模板:MAC	Modèle:Macao
模板:User ar-2	Modèle:Utilisateur ar-2
模板:User fr-0	Modèle:Utilisateur fr-0
分类:User ja-N	Catégorie:Utilisateur ja-M
分类:用戶名字空間模板	Catégorie:Modèle de l'espace Utilisateur
赣语维基百科	Wikipédia en gan
模板:CHE	Modèle:Suisse
分类:印度电影	Catégorie:Cinéma indien
模板:URL	Modèle:URL
模板:Hidden end	Modèle:Boîte déroulante/fin
模板:Disambiguation	Modèle:Homonymie
分类:公共交通	Catégorie:Transport en commun
分类:中东	Catégorie:Moyen-Orient
分类:报纸	Catégorie:Presse écrite
分类:运动场	Catégorie:Stade
模板:Para	Modèle:Para
分类:維基百科元模板	Catégorie:Méta-modèle
模板:LAO	Modèle:Laos
模板:User zh-min-nan-1	Modèle:Utilisateur zh-min-nan-1
模板:ARE	Modèle:Émirats arabes unis
模板:GRC	Modèle:Grèce
模板:PRT	Modèle:Portugal
模板:BGD	Modèle:Bangladesh
模板:BAR	Modèle:Barbade
模板:User ksh	Modèle:Utilisateur ksh
模板:AUS	Modèle:Australie
模板:User zh-yue-1	Modèle:Utilisateur zh-yue-1
模板:CZE	Modèle:République tchèque
模板:AZE	Modèle:Azerbaïdjan
模板:Infobox Film	Modèle:Infobox Cinéma (film)
模板:英文名	Modèle:Lang-en
分类:甜品	Catégorie:Dessert
分类:新加坡个机场	Catégorie:Aéroport à Singapour
模板:WAD	Modèle:WAD
分类:內部鏈接模板	Catégorie:Modèle lien interne
模板:KHM	Modèle:Cambodge
模板:NLD	Modèle:Pays-Bas
模板:KWT	Modèle:Koweït
江南丝竹	Jiangnan sizhu
模板:Resize	Modèle:Resize
模板:辅音	Modèle:Palette Consonnes de l'API
模板:VNM	Modèle:Viêt Nam
模板:LIE	Modèle:Liechtenstein
模板:SEN	Modèle:Sénégal
模板:NZL	Modèle:Nouvelle-Zélande
分类:广州	Catégorie:Canton (Chine)
模板:MMR	Modèle:Birmanie
模板:KOR	Modèle:Corée du Sud
分类:各类电影	Catégorie:Film par genre
模板:!(	Modèle:!(
分类:中国外交官	Catégorie:Diplomate chinois
模板:NATO	Modèle:Palette Organisation du traité de l'Atlantique Nord
模板:De icon	Modèle:De
模板:SVN	Modèle:Slovénie
模板:LBN	Modèle:Liban
模板:GUF	Modèle:Guyane
模板:GGY	Modèle:Guernesey
模板:FRA	Modèle:France
模板:Infobox Biography	Modèle:Infobox Biographie
分类:蒙古	Catégorie:Mongolie
模板:InterWiki	Modèle:Interwiki
分类:泰国个大学	Catégorie:Université thaïlandaise
分类:澳大利亚个报纸	Catégorie:Presse écrite australienne
分类:历年个电影	Catégorie:Film par année de sortie
分类:爱尔兰城市	Catégorie:Ville de la République d'Irlande
分类:美国黑人	Catégorie:Afro-Américains
模板:Britain-stub	Modèle:Ébauche/paramètres Royaume-Uni
分类:1992年个歌曲	Catégorie:Chanson de 1992
分类:姊妹计划链接模板	Catégorie:Modèle interwiki
模板:User la-1	Modèle:Utilisateur la-1
模板:APEC	Modèle:Palette Coopération économique Asie-Pacifique
模板:歐洲行政區劃	Modèle:Palette Pays d'Europe
分类:模板說明文檔	Catégorie:Documentation de modèle
分类:泰语	Catégorie:Langue thaïe
分类:User zh-yue	Catégorie:Utilisateur zh-yue
分类:User wuu	Catégorie:Utilisateur wuu
分类:User sk	Catégorie:Utilisateur sk
分类:User fr	Catégorie:Utilisateur fr
分类:User ja	Catégorie:Utilisateur ja
分类:User la	Catégorie:Utilisateur la
分类:User fr-3	Catégorie:Utilisateur fr-3
分类:User fr-2	Catégorie:Utilisateur fr-2
分类:User ja-2	Catégorie:Utilisateur ja-2
分类:User la-2	Catégorie:Utilisateur la-2
分类:User wuu-N	Catégorie:Utilisateur wuu-M
分类:User ko-N	Catégorie:Utilisateur ko-M
分类:User fr-N	Catégorie:Utilisateur fr-M
分类:User nl-N	Catégorie:Utilisateur nl-M
分类:User ru-N	Catégorie:Utilisateur ru-M
分类:泰国拳击运动员	Catégorie:Boxeur thaïlandais
分类:政治经济学	Catégorie:Économie politique
分类:曼谷	Catégorie:Khet de Bangkok
模板:User zh-yue	Modèle:Utilisateur yüt
分类:文字	Catégorie:Système d'écriture
分类:Template using ParserFunctions	Catégorie:Modèle utilisant les ParserFunctions
分类:岛	Catégorie:Île
分类:广平省	Catégorie:Province de Quảng Bình
分类:User sk-N	Catégorie:Utilisateur sk-M
分类:User de	Catégorie:Utilisateur de
分类:User de-2	Catégorie:Utilisateur de-2
分类:User de-3	Catégorie:Utilisateur de-3
分类:User de-4	Catégorie:Utilisateur de-4
分类:User de-N	Catégorie:Utilisateur de-M
分类:User en-3	Catégorie:Utilisateur en-3
分类:User en-N	Catégorie:Utilisateur en-M
分类:User es	Catégorie:Utilisateur es
分类:User es-1	Catégorie:Utilisateur es-1
分类:User es-2	Catégorie:Utilisateur es-2
分类:User es-N	Catégorie:Utilisateur es-M
分类:首尔	Catégorie:Séoul
分类:日本模板	Catégorie:Modèle Japon
模板:User la-3	Modèle:Utilisateur la-3
分类:阿德来得	Catégorie:Adélaïde (Australie)
分类:各国个公园	Catégorie:Parc ou jardin public par pays
分类:各国个政治	Catégorie:Politique par pays
模板:上海行政区划	Modèle:Palette Shanghai
模板:Multiple image	Modèle:Multiple image
分类:User it	Catégorie:Utilisateur it
分类:User it-1	Catégorie:Utilisateur it-1
分类:User ja-1	Catégorie:Utilisateur ja-1
分类:User ko	Catégorie:Utilisateur ko
分类:美国州	Catégorie:État des États-Unis
分类:User ksh	Catégorie:Utilisateur ksh
分类:User ksh-N	Catégorie:Utilisateur ksh-M
分类:User la-1	Catégorie:Utilisateur la-1
分类:User la-3	Catégorie:Utilisateur la-3
分类:澳大利亚地理	Catégorie:Géographie de l'Australie
感谢倷	Thank You
分类:维基百科讨论	Catégorie:Le Bistro
分类:火山	Catégorie:Volcan
模板:NOR	Modèle:Norvège
模板:He icon	Modèle:He
模板:Information	Modèle:Information
分类:日本个县	Catégorie:Préfecture du Japon
分类:法国城市	Catégorie:Ville de France
模板:BRA	Modèle:Brésil
分类:澳大利亚女演员	Catégorie:Actrice australienne
分类:User ru-1	Catégorie:Utilisateur ru-1
Wikipedia:巴别	Wikipédia:Babel
水分子	Molécule d'eau
模板:Humor	Modèle:Humour
分类:化学小作品	Catégorie:Wikipédia:ébauche chimie
分类:各国个军事	Catégorie:Forces armées par pays
模板:TUN	Modèle:Tunisie
分类:日本地方	Catégorie:Région du Japon
分类:海	Catégorie:Mer
分类:泰国模板	Catégorie:Modèle Thaïlande
分类:工具书	Catégorie:Livre de référence
分类:计算机科学	Catégorie:Informatique
分类:User nds	Catégorie:Utilisateur nds
分类:User nds-1	Catégorie:Utilisateur nds-1
模板:LUX	Modèle:Luxembourg
模板:Red	Modèle:Rouge
分类:神奈川县	Catégorie:Préfecture de Kanagawa
分类:福岛县	Catégorie:Préfecture de Fukushima
分类:广东省	Catégorie:Guangdong
分类:安徽	Catégorie:Anhui
分类:江西省	Catégorie:Jiangxi
分类:江苏省	Catégorie:Jiangsu
模板:Title without disambig	Modèle:Titre sans précision
分类:饮料	Catégorie:Boisson
分类:办拉路斯	Catégorie:Biélorussie
分类:中国电影	Catégorie:Cinéma chinois
分类:澳大利亚教育	Catégorie:Éducation en Australie
分类:非洲国家	Catégorie:Pays d'Afrique
分类:各国教育	Catégorie:Éducation par pays
模板:(((	Modèle:(((
模板:)!	Modèle:)!
模板:)))	Modèle:)))
Wikipedia:AutoWikiBrowser/Typos	Wikipédia:AutoWikiBrowser/Typos
模板:User ru-2	Modèle:Utilisateur ru-2
分类:科幻片	Catégorie:Film de science-fiction
分类:User ru	Catégorie:Utilisateur ru
分类:User ru-2	Catégorie:Utilisateur ru-2
分类:User ru-4	Catégorie:Utilisateur ru-4
分类:User zh-yue-1	Catégorie:Utilisateur zh-yue-1
分类:User zh-yue-3	Catégorie:Utilisateur zh-yue-3
分类:User zh-yue-N	Catégorie:Utilisateur zh-yue-M
模板:En icon	Modèle:En
分类:浙江省	Catégorie:Zhejiang
分类:港铁车站	Catégorie:Stations du MTR
模板:Lang	Modèle:Langue
分类:泰国电影	Catégorie:Film thaïlandais
分类:社会学	Catégorie:Sociologie
模板:IRL	Modèle:Irlande
分类:美国女演员	Catégorie:Actrice américaine
分类:1981年出生	Catégorie:Naissance en 1981
分类:1986年出生	Catégorie:Naissance en 1986
模板:ALB	Modèle:Albanie
模板:AND	Modèle:Andorre
模板:ARG	Modèle:Argentine
模板:ARM	Modèle:Arménie
分类:法国海外省	Catégorie:Département d'outre-mer
分类:美国慈善家	Catégorie:Philanthrope américain
分类:各国个电影	Catégorie:Cinéma national
分类:人类	Catégorie:Humain
分类:分類名字空間模板	Catégorie:Modèle de l'espace Catégorie
模板:BDI	Modèle:Burundi
模板:BAH	Modèle:Bahamas
模板:BLR	Modèle:Biélorussie
分类:棋类	Catégorie:Jeu de stratégie combinatoire abstrait
模板:CIV	Modèle:Côte d'Ivoire
模板:CRI	Modèle:Costa Rica
模板:CHY	Modèle:Chypre
分类:泰国交通	Catégorie:Transport en Thaïlande
模板:Fr	Modèle:Fr
分类:文章	Catégorie:Article
模板:Ko icon	Modèle:Ko
分类:法国铁路	Catégorie:Transport ferroviaire en France
分类:1951年个电影	Catégorie:Film sorti en 1951
模板:物理学粒子	Modèle:Palette Tableau particules
分类:女演员	Catégorie:Actrice
分类:佛罗里达州	Catégorie:Floride
分类:上海个区	Catégorie:District de Shanghai
模板:EST	Modèle:Estonie
分类:泰国政党	Catégorie:Parti politique thaïlandais
Wikipedia:Lua	Wikipédia:Lua
模板:QAT	Modèle:Qatar
模板:RUS	Modèle:Russie
模板:AUT	Modèle:Autriche
模板:History-stub	Modèle:Catégorie histoire
分类:2005年个歌曲	Catégorie:Chanson de 2005
分类:动作片	Catégorie:Film d'action
模板:CHL	Modèle:Chili
模板:Round8	Modèle:Phase finale à 8
模板:海峡群岛	Modèle:Palette Îles Anglo-Normandes
模板:SYR	Modèle:Syrie
模板:CHN	Modèle:Chine
模板:Switzerland-stub	Modèle:Ébauche/paramètres Suisse
分类:世界人口	Catégorie:Démographie par pays
分类:所有页面需要清理	Catégorie:Article à recycler
模板:IRQ	Modèle:Irak
分类:法国交通	Catégorie:Transport en France
分类:澳大利亚个湖	Catégorie:Lac d'Australie
分类:各国经济	Catégorie:Économie nationale
分类:各国个报纸	Catégorie:Presse écrite par pays
分类:各国个银行	Catégorie:Banque par pays
分类:各国个地震	Catégorie:Séisme par pays
分类:韩国政治	Catégorie:Politique en Corée du Sud
分类:澳大利亚个政治	Catégorie:Politique en Australie
分类:泰国政治	Catégorie:Politique en Thaïlande
分类:越南经济	Catégorie:Économie du Viêt Nam
分类:柬埔寨经济	Catégorie:Économie du Cambodge
分类:朝鲜民主主义人民共和国政治	Catégorie:Politique en Corée du Nord
分类:泰国经济	Catégorie:Économie de la Thaïlande
模板:Infobox Language/family-color	Projet:Charte graphique/Tableau des langues
分类:澳大利亚体育运动	Catégorie:Sport en Australie
分类:泰国体育	Catégorie:Sport en Thaïlande
分类:澳大利亚足球	Catégorie:Football en Australie
分类:河	Catégorie:Rivière
模板:User ko	Modèle:Utilisateur ko
模板:User la-2	Modèle:Utilisateur la-2
模板:User ru-1	Modèle:Utilisateur ru-1
模板:User zh-1	Modèle:Utilisateur zh-1
模板:User zh-2	Modèle:Utilisateur zh-2
模板:User zh-3	Modèle:Utilisateur zh-3
模板:User zh-4	Modèle:Utilisateur zh-4
分类:韩国交通	Catégorie:Transport en Corée du Sud
分类:中国交通	Catégorie:Transport en Chine
分类:世界各国个博物馆	Catégorie:Musée par pays
分类:马来西亚经济	Catégorie:Économie de la Malaisie
分类:泰国军事	Catégorie:Forces armées de la Thaïlande
分类:菲律宾模板	Catégorie:Modèle Philippines
模板:Multi-listen end	Modèle:Multi-son fin
分类:澳大利亚个交通	Catégorie:Transport en Australie
分类:蘇聯政治家	Catégorie:Personnalité politique d'URSS
分类:日本教育	Catégorie:Éducation au Japon
分类:泰国教育	Catégorie:Éducation en Thaïlande
分类:韩国人	Catégorie:Personnalité sud-coréenne
分类:台湾人	Catégorie:Personnalité taïwanaise
Wikipedia:Picture of the day	Wikipédia:Image du jour
分类:菲律宾	Catégorie:Philippines
分类:各行业澳大利亚人	Catégorie:Personnalité australienne par profession
分类:泰国歌星	Catégorie:Chanteur thaïlandais
分类:User nl	Catégorie:Utilisateur nl
分类:User zh-1	Catégorie:Utilisateur zh-1
分类:User zh-4	Catégorie:Utilisateur zh-4
分类:User zh-3	Catégorie:Utilisateur zh-3
分类:User zh-2	Catégorie:Utilisateur zh-2
分类:泰国国王	Catégorie:Roi de Thaïlande
分类:力学	Catégorie:Mécanique
分类:节气	Catégorie:Période solaire
分类:中国计算机科学家	Catégorie:Personnalité chinoise en informatique
分类:不丹	Catégorie:Bhoutan
分类:澳大利亚跳水运动员	Catégorie:Plongeur australien
分类:印度模特	Catégorie:Mannequin indien
分类:印度科学技术	Catégorie:Science en Inde
分类:泰国旅游	Catégorie:Tourisme en Thaïlande
分类:中国演员	Catégorie:Acteur chinois
分类:泰国演员	Catégorie:Acteur thaïlandais
分类:澳大利亚游泳运动员	Catégorie:Nageur australien
分类:电视	Catégorie:Télévision
分类:中国诗人	Catégorie:Poète chinois
分类:世紀	Catégorie:Siècle
分类:蘇聯外敎官	Catégorie:Diplomate soviétique
分类:印度演员	Catégorie:Acteur indien
分类:中国田径运动员	Catégorie:Athlète chinois
分类:澳大利亚脚踏车运动员	Catégorie:Coureur cycliste australien
分类:泰国运动员	Catégorie:Sportif thaïlandais
分类:中国运动员	Catégorie:Sportif chinois
分类:泰国府	Catégorie:Province de Thaïlande
分类:海滩	Catégorie:Plage
分类:泰国个海滩	Catégorie:Plage de Thaïlande
分类:柬埔寨人	Catégorie:Personnalité cambodgienne
分类:泰国政治人物	Catégorie:Personnalité politique thaïlandaise
分类:香港人	Catégorie:Personnalité hongkongaise
分类:泰国人	Catégorie:Personnalité thaïlandaise
粤语	Cantonais
分类:东海	Catégorie:Mer de Chine orientale
分类:泰国个湖泊	Catégorie:Lac de Thaïlande
分类:意大利个湖	Catégorie:Lac d'Italie
分类:光学仪器	Catégorie:Instrument optique
分类:机场	Catégorie:Aéroport
分类:泰国机场	Catégorie:Aéroport en Thaïlande
分类:日本个机场	Catégorie:Aéroport au Japon
分类:泰国个银行	Catégorie:Banque ayant son siège en Thaïlande
分类:化学元素	Catégorie:Élément chimique
分类:澳大利亚运动员	Catégorie:Sportif australien
分类:香港演员	Catégorie:Acteur hongkongais
分类:环球小姐	Catégorie:Miss Univers
分类:不丹总理	Catégorie:Premier ministre du Bhoutan
分类:澳大利亚总理	Catégorie:Premier ministre d'Australie
分类:泰国总理	Catégorie:Premier ministre de Thaïlande
分类:地理小作品	Catégorie:Wikipédia:ébauche géographie
分类:饮食小作品	Catégorie:Wikipédia:ébauche gastronomie
分类:朝鲜	Catégorie:Corée du Nord
分类:柬埔寨	Catégorie:Cambodge
分类:澳大利亚人	Catégorie:Personnalité australienne
分类:中国人	Catégorie:Personnalité chinoise
分类:韩国演员	Catégorie:Acteur sud-coréen
分类:蘇聯作家	Catégorie:Écrivain soviétique
分类:中国历史	Catégorie:Histoire de la Chine
分类:不丹国王	Catégorie:Roi du Bhoutan
分类:老挝	Catégorie:Laos
分类:缅甸	Catégorie:Birmanie
分类:台湾	Catégorie:Taïwan
分类:法国演员	Catégorie:Acteur français
分类:電影模板	Catégorie:Modèle cinéma
分类:爱尔兰模板	Catégorie:Modèle Irlande
分类:伊朗模板	Catégorie:Modèle Iran
分类:英国模板	Catégorie:Modèle Royaume-Uni
分类:美国模板	Catégorie:Modèle États-Unis
分类:中国古代朝代	Catégorie:Dynastie chinoise
分类:多語言支援模板	Catégorie:Modèle pour les langues
分类:新加坡模板	Catégorie:Modèle Singapour
分类:外交模板	Catégorie:Modèle relations internationales
分类:法国模板	Catégorie:Modèle France
分类:越南模板	Catégorie:Modèle Viêt Nam
分类:加拿大模板	Catégorie:Modèle Canada
分类:马来西亚模板	Catégorie:Modèle Malaisie
分类:模板名字空間模板	Catégorie:Modèle de l'espace Modèle
分类:香港模板	Catégorie:Modèle Hong Kong
分类:泰国个公司	Catégorie:Entreprise ayant son siège en Thaïlande
分类:马来西亚公司	Catégorie:Entreprise ayant son siège en Malaisie
分类:安徽人	Catégorie:Naissance dans la province de l'Anhui
分类:云南人	Catégorie:Naissance dans la province du Yunnan
分类:江苏人	Catégorie:Naissance dans la province du Jiangsu
分类:出生	Catégorie:Chronologie des naissances
分类:朝鮮人	Catégorie:Personnalité de la période Joseon
分类:法国总统	Catégorie:Président de la République française
分类:亚洲历史	Catégorie:Histoire de l'Asie
分类:约旦	Catégorie:Jordanie
分类:大洋洲国家	Catégorie:Pays d'Océanie
分类:鱼类	Catégorie:Poisson
分类:北京	Catégorie:Pékin
分类:国家足球队	Catégorie:Équipe nationale de football
分类:日本关东地方	Catégorie:Kantō
分类:柬埔寨电影	Catégorie:Film cambodgien
分类:剧情片	Catégorie:Film dramatique
分类:1971年个电影	Catégorie:Film sorti en 1971
分类:2003年个电影	Catégorie:Film sorti en 2003
分类:1994年个电影	Catégorie:Film sorti en 1994
分类:2004年个电影	Catégorie:Film sorti en 2004
分类:2005年个电影	Catégorie:Film sorti en 2005
分类:2007年个电影	Catégorie:Film sorti en 2007
分类:2008年个电影	Catégorie:Film sorti en 2008
分类:香港电影	Catégorie:Cinéma hongkongais
分类:法国电影	Catégorie:Cinéma français
分类:印地语	Catégorie:Hindi
分类:阿拉伯语	Catégorie:Langue arabe
分类:印度言话	Catégorie:Langue d'Inde
分类:東南亚言话	Catégorie:Langue d'Asie du Sud-Est
分类:人类学	Catégorie:Anthropologie
分类:世界小姐	Catégorie:Miss Monde
分类:抗生素	Catégorie:Antibiotique
分类:操作系统	Catégorie:Système d'exploitation
分类:昆士兰州	Catégorie:Queensland
分类:维克多利亚州	Catégorie:Victoria
分类:电影奖	Catégorie:Récompense de cinéma
分类:奥斯卡金像奖	Catégorie:Oscars du cinéma
分类:金球奖	Catégorie:Golden Globes
分类:清朝	Catégorie:Dynastie Qing
分类:宋朝	Catégorie:Dynastie Song
分类:明朝	Catégorie:Dynastie Ming
分类:汉朝	Catégorie:Dynastie Han
分类:里昂	Catégorie:Lyon
模板:Incubator	Modèle:Incubator
分类:中国文化	Catégorie:Culture chinoise
分类:法国文化	Catégorie:Culture française
分类:越南文化	Catégorie:Culture vietnamienne
分类:韩国文化	Catégorie:Culture sud-coréenne
模板:ESP	Modèle:Espagne
分类:动物	Catégorie:Animal
分类:泰国航空公司	Catégorie:Compagnie aérienne thaïlandaise
分类:国际象棋	Catégorie:Échecs
分类:武器	Catégorie:Arme
分类:核武器	Catégorie:Arme nucléaire
分类:马来西亚个银行	Catégorie:Banque ayant son siège en Malaisie
瀑瑶兰	Beaujolais
分类:英国女演员	Catégorie:Actrice britannique
分类:物理量	Catégorie:Grandeur physique
分类:温标	Catégorie:Unité de mesure thermodynamique
分类:汉字	Catégorie:Sinogramme
分类:小吃	Catégorie:Snack
分类:热力学	Catégorie:Thermodynamique
分类:气象学	Catégorie:Météorologie
分类:泰国个公园	Catégorie:Parc ou jardin public en Thaïlande
分类:航空事故	Catégorie:Accident ou incident aérien
分类:香港	Catégorie:Hong Kong
分类:菲律宾群岛	Catégorie:Île des Philippines
分类:大西洋岛屿	Catégorie:Île de l'océan Atlantique
分类:上海	Catégorie:Shanghai
分类:节日	Catégorie:Festival
分类:印度城市	Catégorie:Ville de l'Inde
分类:俄罗斯城市	Catégorie:Ville de Russie
分类:Web 2.0	Catégorie:Web 2.0
分类:事体	Catégorie:Événement
分类:電信	Catégorie:Télécommunications
分类:流感病毒	Catégorie:Grippe
分类:交通	Catégorie:Transport
分类:选美	Catégorie:Concours de beauté
分类:性行为	Catégorie:Pratique sexuelle
分类:电视剧	Catégorie:Série télévisée
分类:北美洲	Catégorie:Amérique du Nord
分类:亚洲个湖泊	Catégorie:Lac d'Asie
分类:欧洲个湖泊	Catégorie:Lac d'Europe
分类:湖泊	Catégorie:Lac
分类:大韩民国机场	Catégorie:Aéroport en Corée du Sud
分类:围棋棋手	Catégorie:Joueur de go
模板:Infobox Language	Modèle:Infobox Langue
分类:大洋洲	Catégorie:Océanie
分类:中国城市	Catégorie:Ville de Chine
分类:瀑布	Catégorie:Chute d'eau
分类:自然灾害	Catégorie:Risque naturel
分类:1998年个电影	Catégorie:Film sorti en 1998
分类:2006年个电影	Catégorie:Film sorti en 2006
分类:恐怖片	Catégorie:Film d'horreur
分类:美国电影	Catégorie:Cinéma américain
分类:汉语	Catégorie:Langue chinoise
分类:泰国言话	Catégorie:Langue de Thaïlande
